mean,group
3.43333333333333,n=30
15.6,n=30
9.5,n=30
8,n=30
13.7666666666667,n=30
-1.3,n=30
17.6666666666667,n=30
-1.16666666666667,n=30
12.8666666666667,n=30
23.3333333333333,n=30
9.73333333333333,n=30
7.9,n=30
9.2,n=30
13.8666666666667,n=30
13.0666666666667,n=30
6.33333333333333,n=30
22.5666666666667,n=30
25.1666666666667,n=30
5.56666666666667,n=30
16.6333333333333,n=30
2.96666666666667,n=30
24.2666666666667,n=30
6.3,n=30
4.33333333333333,n=30
17.7333333333333,n=30
7.96666666666667,n=30
3,n=30
-1.9,n=30
5.53333333333333,n=30
11.8666666666667,n=30
10.133333333333301,n=30
11.9666666666667,n=30
15.2666666666667,n=30
5.73333333333333,n=30
15.1666666666667,n=30
26.2,n=30
8,n=30
5.1,n=30
3.76666666666667,n=30
10.7666666666667,n=30
9.9,n=30
22.6,n=30
8.26666666666667,n=30
14.7666666666667,n=30
1.93333333333333,n=30
8.63333333333333,n=30
11.3666666666667,n=30
12.633333333333301,n=30
-0.633333333333333,n=30
4.7,n=30
12.8666666666667,n=30
17.2333333333333,n=30
7.06666666666667,n=30
11.8333333333333,n=30
18.0333333333333,n=30
4.83333333333333,n=30
13.633333333333301,n=30
-0.6,n=30
8.66666666666667,n=30
4.53333333333333,n=30
9.06666666666667,n=30
16.8333333333333,n=30
12.2,n=30
14.133333333333301,n=30
3,n=30
37.7666666666667,n=30
2.1,n=30
11.7,n=30
12.2,n=30
25.9666666666667,n=30
2.46666666666667,n=30
4.46666666666667,n=30
1.4,n=30
14.4666666666667,n=30
4.93333333333333,n=30
14,n=30
2.53333333333333,n=30
0.866666666666667,n=30
9.36666666666667,n=30
2.56666666666667,n=30
7.16666666666667,n=30
16.4,n=30
7.66666666666667,n=30
14.8333333333333,n=30
8.8,n=30
18.5,n=30
23.4333333333333,n=30
3.36666666666667,n=30
5.93333333333333,n=30
3.36666666666667,n=30
10.0666666666667,n=30
-1.16666666666667,n=30
10.5666666666667,n=30
15.9666666666667,n=30
45.4666666666667,n=30
3.4,n=30
2.3,n=30
14.5,n=30
24.2333333333333,n=30
10.7333333333333,n=30
15.4333333333333,n=30
-0.133333333333333,n=30
4,n=30
0.833333333333333,n=30
3.16666666666667,n=30
8.36666666666667,n=30
14.8666666666667,n=30
5.23333333333333,n=30
29.5333333333333,n=30
18.9,n=30
0.3,n=30
8.5,n=30
7.33333333333333,n=30
17.1,n=30
8.2,n=30
8.96666666666667,n=30
6.63333333333333,n=30
8.86666666666667,n=30
15.8666666666667,n=30
11.2666666666667,n=30
11.3,n=30
29.8333333333333,n=30
17.3333333333333,n=30
14.5666666666667,n=30
27.1666666666667,n=30
3.83333333333333,n=30
17.1666666666667,n=30
5.3,n=30
11.633333333333301,n=30
13.6666666666667,n=30
6.83333333333333,n=30
20.2666666666667,n=30
13.5666666666667,n=30
3.83333333333333,n=30
2.1,n=30
0.766666666666667,n=30
16.1,n=30
1.03333333333333,n=30
10.6,n=30
4.76666666666667,n=30
23.0333333333333,n=30
9.36666666666667,n=30
15.1666666666667,n=30
5.56666666666667,n=30
9.5,n=30
37.7,n=30
4.06666666666667,n=30
13.2,n=30
15,n=30
19.6666666666667,n=30
8.1,n=30
13,n=30
11.8666666666667,n=30
13.1666666666667,n=30
3.36666666666667,n=30
28.6333333333333,n=30
9.23333333333333,n=30
2.26666666666667,n=30
6.26666666666667,n=30
5.53333333333333,n=30
4.16666666666667,n=30
1.96666666666667,n=30
-2.2,n=30
10.8,n=30
2.76666666666667,n=30
13.2333333333333,n=30
3.83333333333333,n=30
4.53333333333333,n=30
13.8333333333333,n=30
1.5,n=30
3.33333333333333,n=30
14.8333333333333,n=30
14.6,n=30
25.2333333333333,n=30
8.13333333333333,n=30
2.96666666666667,n=30
18.9666666666667,n=30
6.9,n=30
6.13333333333333,n=30
15.9,n=30
7.9,n=30
5.93333333333333,n=30
12.0333333333333,n=30
-1.23333333333333,n=30
-0.0333333333333333,n=30
5.66666666666667,n=30
15.8666666666667,n=30
2.6,n=30
17.3333333333333,n=30
16.4333333333333,n=30
0.566666666666667,n=30
3.83333333333333,n=30
13.7,n=30
28.5333333333333,n=30
30.4333333333333,n=30
10.4,n=30
13.5333333333333,n=30
12.2666666666667,n=30
6.43333333333333,n=30
10.1,n=30
1.46666666666667,n=30
13.633333333333301,n=30
8.53333333333333,n=30
8.36666666666667,n=30
7.83333333333333,n=30
15.5,n=30
40.1333333333333,n=30
13.133333333333301,n=30
9.33333333333333,n=30
4.03333333333333,n=30
9.03333333333333,n=30
16.2333333333333,n=30
8.1,n=30
5.73333333333333,n=30
0.666666666666667,n=30
3.9,n=30
16.5,n=30
6.23333333333333,n=30
4.16666666666667,n=30
25.0333333333333,n=30
5.53333333333333,n=30
8.6,n=30
18.7333333333333,n=30
-2.1,n=30
6.1,n=30
0.1,n=30
7.4,n=30
7.66666666666667,n=30
1.33333333333333,n=30
0.7,n=30
12.4333333333333,n=30
1.93333333333333,n=30
10.3,n=30
6.66666666666667,n=30
0.2,n=30
4.23333333333333,n=30
13.0666666666667,n=30
18.8666666666667,n=30
23.2,n=30
15.6,n=30
4.2,n=30
10.2666666666667,n=30
4.1,n=30
10.2333333333333,n=30
5.4,n=30
10.4666666666667,n=30
31.3333333333333,n=30
1.93333333333333,n=30
7.76666666666667,n=30
16.6,n=30
6.53333333333333,n=30
20.4666666666667,n=30
4.6,n=30
7.66666666666667,n=30
19.8333333333333,n=30
41.3666666666667,n=30
12.0333333333333,n=30
8.73333333333333,n=30
15.3,n=30
9.86666666666667,n=30
5.33333333333333,n=30
18.6333333333333,n=30
0.433333333333333,n=30
6.3,n=30
7.4,n=30
7.9,n=30
11.5333333333333,n=30
4.36666666666667,n=30
9.63333333333333,n=30
1.9,n=30
9.36666666666667,n=30
7.73333333333333,n=30
9.96666666666667,n=30
42.3,n=30
13.0333333333333,n=30
8.7,n=30
4.43333333333333,n=30
27.0333333333333,n=30
0.3,n=30
11.7,n=30
13.2,n=30
19.9,n=30
2.43333333333333,n=30
15.5333333333333,n=30
17.4666666666667,n=30
8.86666666666667,n=30
20.7666666666667,n=30
6.33333333333333,n=30
18.2333333333333,n=30
8.93333333333333,n=30
18.9666666666667,n=30
11.3,n=30
14.9666666666667,n=30
9.16666666666667,n=30
5.53333333333333,n=30
8.8,n=30
1.56666666666667,n=30
35.5333333333333,n=30
10.1666666666667,n=30
12.1666666666667,n=30
5.86666666666667,n=30
8.26666666666667,n=30
25.4333333333333,n=30
13.1,n=30
2.3,n=30
8.23333333333333,n=30
4.83333333333333,n=30
5.43333333333333,n=30
-1.53333333333333,n=30
0.966666666666667,n=30
0.833333333333333,n=30
8.13333333333333,n=30
6.6,n=30
5.4,n=30
8.3,n=30
10.633333333333301,n=30
8.26666666666667,n=30
9.16666666666667,n=30
10.2666666666667,n=30
-0.633333333333333,n=30
45.1333333333333,n=30
3.86666666666667,n=30
1.73333333333333,n=30
23.6,n=30
3.7,n=30
1.43333333333333,n=30
9.73333333333333,n=30
7.4,n=30
22.3,n=30
4.86666666666667,n=30
11.0666666666667,n=30
37.5666666666667,n=30
16.7333333333333,n=30
5.2,n=30
0.566666666666667,n=30
9.83333333333333,n=30
9.2,n=30
9.46666666666667,n=30
2.3,n=30
9.6,n=30
18.7,n=30
18.7666666666667,n=30
9.06666666666667,n=30
5.03333333333333,n=30
11.8,n=30
13.3333333333333,n=30
11.3333333333333,n=30
7.2,n=30
20.2,n=30
17.2333333333333,n=30
17.3666666666667,n=30
11.0333333333333,n=30
16.3,n=30
33.3,n=30
20.1666666666667,n=30
6.16666666666667,n=30
0.6,n=30
4.3,n=30
17,n=30
3.43333333333333,n=30
34.5666666666667,n=30
7.46666666666667,n=30
13.5666666666667,n=30
7.13333333333333,n=30
5.76666666666667,n=30
-1.7,n=30
4.06666666666667,n=30
-1.6,n=30
5.16666666666667,n=30
0.266666666666667,n=30
6.63333333333333,n=30
6.93333333333333,n=30
17.5666666666667,n=30
13.5,n=30
22.4333333333333,n=30
2.13333333333333,n=30
11.3666666666667,n=30
19.1333333333333,n=30
14.6666666666667,n=30
11.0333333333333,n=30
0.0333333333333333,n=30
8.66666666666667,n=30
6.13333333333333,n=30
11.5,n=30
4.9,n=30
15.2,n=30
5.83333333333333,n=30
13.3666666666667,n=30
6,n=30
11.5666666666667,n=30
2.8,n=30
3.8,n=30
29.7,n=30
3.43333333333333,n=30
1.46666666666667,n=30
14.9333333333333,n=30
0.133333333333333,n=30
22.4333333333333,n=30
4.96666666666667,n=30
28.6,n=30
6.66666666666667,n=30
2.53333333333333,n=30
20.0666666666667,n=30
33,n=30
19.0333333333333,n=30
-1.53333333333333,n=30
9.16666666666667,n=30
15.9333333333333,n=30
29.7666666666667,n=30
3.2,n=30
10.3666666666667,n=30
4.86666666666667,n=30
3.63333333333333,n=30
5.23333333333333,n=30
7.46666666666667,n=30
4.66666666666667,n=30
9.43333333333333,n=30
0.2,n=30
6.43333333333333,n=30
16.2666666666667,n=30
34.3333333333333,n=30
10.3333333333333,n=30
-0.866666666666667,n=30
14.4,n=30
5.2,n=30
7.53333333333333,n=30
39.1666666666667,n=30
19.0333333333333,n=30
14.6,n=30
13.133333333333301,n=30
48.6,n=30
20.2666666666667,n=30
10,n=30
16.9666666666667,n=30
28.1666666666667,n=30
6.4,n=30
7.13333333333333,n=30
0.866666666666667,n=30
5.36666666666667,n=30
3.8,n=30
3.33333333333333,n=30
5.76666666666667,n=30
5.63333333333333,n=30
1.9,n=30
-0.433333333333333,n=30
7.46666666666667,n=30
9.96666666666667,n=30
5.63333333333333,n=30
2.8,n=30
16.4333333333333,n=30
16.5333333333333,n=30
5.9,n=30
18.4333333333333,n=30
16.1333333333333,n=30
22.6333333333333,n=30
7.33333333333333,n=30
25.2,n=30
4.9,n=30
54.5,n=30
19.4666666666667,n=30
4.03333333333333,n=30
5.36666666666667,n=30
2,n=30
9.56666666666667,n=30
2.36666666666667,n=30
10.5666666666667,n=30
30.0666666666667,n=30
-1.76666666666667,n=30
4.93333333333333,n=30
5.66666666666667,n=30
4.66666666666667,n=30
2.9,n=30
22.9666666666667,n=30
5.8,n=30
13.0333333333333,n=30
6.56666666666667,n=30
10.2,n=30
11.2,n=30
8.63333333333333,n=30
7.9,n=30
19.2333333333333,n=30
20,n=30
11.1,n=30
7,n=30
15.7,n=30
29.2333333333333,n=30
1.6,n=30
1.06666666666667,n=30
5.23333333333333,n=30
3.93333333333333,n=30
11.3666666666667,n=30
-0.0333333333333333,n=30
-1.66666666666667,n=30
13.0666666666667,n=30
7.96666666666667,n=30
7.7,n=30
15.7,n=30
21.1,n=30
8.8,n=30
7.63333333333333,n=30
25.3666666666667,n=30
15.8333333333333,n=30
9.96666666666667,n=30
2.6,n=30
8.56666666666667,n=30
5.63333333333333,n=30
18.3333333333333,n=30
29.6666666666667,n=30
27.2,n=30
29.9,n=30
11.8333333333333,n=30
37.6,n=30
49.8,n=30
8.26666666666667,n=30
9.23333333333333,n=30
34.6333333333333,n=30
1.96666666666667,n=30
20.3666666666667,n=30
17.1666666666667,n=30
2.4,n=30
4.93333333333333,n=30
-1.2,n=30
0.166666666666667,n=30
21,n=30
23.6666666666667,n=30
13.633333333333301,n=30
2.36666666666667,n=30
11,n=30
5.46666666666667,n=30
13.5666666666667,n=30
2.23333333333333,n=30
8.96666666666667,n=30
6.33333333333333,n=30
13.8666666666667,n=30
-1.56666666666667,n=30
2.7,n=30
15.3666666666667,n=30
15.8666666666667,n=30
15.7333333333333,n=30
9.26666666666667,n=30
4.16666666666667,n=30
8.23333333333333,n=30
12.9,n=30
19.0333333333333,n=30
3.3,n=30
9.96666666666667,n=30
3.93333333333333,n=30
4.76666666666667,n=30
24.1,n=30
2.93333333333333,n=30
11.0666666666667,n=30
6.36666666666667,n=30
8.83333333333333,n=30
10.9,n=30
8.03333333333333,n=30
6.3,n=30
10.8666666666667,n=30
37.2,n=30
5.53333333333333,n=30
11.5,n=30
13.133333333333301,n=30
9.9,n=30
13,n=30
27.7333333333333,n=30
6.4,n=30
2,n=30
9.46666666666667,n=30
11.6,n=30
36.5666666666667,n=30
10.7,n=30
6.06666666666667,n=30
2.86666666666667,n=30
9.4,n=30
21,n=30
17.0666666666667,n=30
5.33333333333333,n=30
2.5,n=30
1.53333333333333,n=30
46.4666666666667,n=30
11.6,n=30
1.93333333333333,n=30
4.33333333333333,n=30
3.3,n=30
4.4,n=30
6.46666666666667,n=30
9.86666666666667,n=30
16.9666666666667,n=30
8.96666666666667,n=30
10.1,n=30
2.5,n=30
1.8,n=30
8.76666666666667,n=30
8.33333333333333,n=30
12.9333333333333,n=30
16.4333333333333,n=30
-2.23333333333333,n=30
4.36666666666667,n=30
7.8,n=30
3.9,n=30
13.9333333333333,n=30
11.1,n=30
11.0333333333333,n=30
4.7,n=30
3.86666666666667,n=30
8.06666666666667,n=30
8.03333333333333,n=30
14.3666666666667,n=30
12.9,n=30
10.6666666666667,n=30
8.03333333333333,n=30
0.8,n=30
13.6,n=30
42.8666666666667,n=30
19.7666666666667,n=30
4.4,n=30
21.4,n=30
6,n=30
30.3,n=30
6.7,n=30
0.266666666666667,n=30
8.26666666666667,n=30
7.83333333333333,n=30
10.2666666666667,n=30
11.7666666666667,n=30
32.5666666666667,n=30
1.06666666666667,n=30
24.8333333333333,n=30
10.2333333333333,n=30
2.93333333333333,n=30
14.4666666666667,n=30
8.23333333333333,n=30
12.4333333333333,n=30
11.9333333333333,n=30
11.1666666666667,n=30
5.76666666666667,n=30
9.3,n=30
6.2,n=30
24.5,n=30
10,n=30
11.5333333333333,n=30
19.0666666666667,n=30
10.4,n=30
4.23333333333333,n=30
19.2,n=30
1.2,n=30
3.66666666666667,n=30
9.76666666666667,n=30
4,n=30
14.0666666666667,n=30
8.36666666666667,n=30
9,n=30
10.3,n=30
10.8666666666667,n=30
-0.533333333333333,n=30
3.8,n=30
11.2333333333333,n=30
7.1,n=30
1.13333333333333,n=30
5,n=30
-2.53333333333333,n=30
17.8333333333333,n=30
23.2333333333333,n=30
8.26666666666667,n=30
26.9333333333333,n=30
14.5333333333333,n=30
13.2,n=30
-0.533333333333333,n=30
21.9333333333333,n=30
37.6333333333333,n=30
5.43333333333333,n=30
14.9,n=30
6.93333333333333,n=30
0.833333333333333,n=30
13.6,n=30
10.2666666666667,n=30
7.1,n=30
41.7666666666667,n=30
0.1,n=30
0.233333333333333,n=30
3.53333333333333,n=30
3.66666666666667,n=30
4.73333333333333,n=30
4.9,n=30
11.2666666666667,n=30
9.06666666666667,n=30
11.3333333333333,n=30
6.06666666666667,n=30
14.5,n=30
7.8,n=30
9.23333333333333,n=30
10.9666666666667,n=30
21.6,n=30
0.1,n=30
10.2333333333333,n=30
9.2,n=30
4.46666666666667,n=30
11.0333333333333,n=30
13.8666666666667,n=30
4.76666666666667,n=30
27.6666666666667,n=30
11.2666666666667,n=30
7.2,n=30
2.93333333333333,n=30
-1.56666666666667,n=30
14.1,n=30
17.3,n=30
15.9,n=30
7.13333333333333,n=30
10.4333333333333,n=30
-1.73333333333333,n=30
9.73333333333333,n=30
29.2333333333333,n=30
10.9,n=30
8.23333333333333,n=30
9.9,n=30
9.26666666666667,n=30
0.633333333333333,n=30
41,n=30
15.9666666666667,n=30
20.6666666666667,n=30
16.5333333333333,n=30
16.5,n=30
5.6,n=30
8.03333333333333,n=30
9.33333333333333,n=30
12.1,n=30
1,n=30
17.7666666666667,n=30
14.8333333333333,n=30
15.7666666666667,n=30
8.03333333333333,n=30
11.0666666666667,n=30
10.133333333333301,n=30
11.7333333333333,n=30
7.1,n=30
10.4333333333333,n=30
8.43333333333333,n=30
13.1,n=30
1.53333333333333,n=30
3.33333333333333,n=30
7.76666666666667,n=30
8.46666666666667,n=30
12.9666666666667,n=30
8.2,n=30
9.53333333333333,n=30
7.8,n=30
19.7333333333333,n=30
6.3,n=30
11.5333333333333,n=30
7.33333333333333,n=30
15.3333333333333,n=30
16.3333333333333,n=30
17.3333333333333,n=30
16.6,n=30
8.96666666666667,n=30
6.1,n=30
16.5333333333333,n=30
22.3666666666667,n=30
19.3666666666667,n=30
3.43333333333333,n=30
7.96666666666667,n=30
43.9,n=30
18.1,n=30
-0.6,n=30
10.633333333333301,n=30
2.06666666666667,n=30
4.83333333333333,n=30
21,n=30
10.9,n=30
20.5333333333333,n=30
0.8,n=30
24.0666666666667,n=30
5.5,n=30
7.13333333333333,n=30
16.6,n=30
8.66666666666667,n=30
14.4,n=30
7.6,n=30
15.9333333333333,n=30
0.866666666666667,n=30
12.7,n=30
4.7,n=30
22.5333333333333,n=30
11.4,n=30
9.3,n=30
5.96666666666667,n=30
4.36666666666667,n=30
12.7333333333333,n=30
10.1666666666667,n=30
0.433333333333333,n=30
9.16666666666667,n=30
12.0666666666667,n=30
13.7333333333333,n=30
15.7333333333333,n=30
16.3333333333333,n=30
18.0666666666667,n=30
-0.7,n=30
24.0666666666667,n=30
6.06666666666667,n=30
18.3,n=30
2.46666666666667,n=30
23.1666666666667,n=30
26.3,n=30
2.13333333333333,n=30
8.86666666666667,n=30
9.26666666666667,n=30
3.9,n=30
6.53333333333333,n=30
19.3,n=30
19.1,n=30
15.4,n=30
21.0666666666667,n=30
12.1,n=30
23.7,n=30
8.3,n=30
8.96666666666667,n=30
18.6333333333333,n=30
5.13333333333333,n=30
2.13333333333333,n=30
7.13333333333333,n=30
8.13333333333333,n=30
18.7,n=30
4.33333333333333,n=30
18.9333333333333,n=30
0.233333333333333,n=30
23.2666666666667,n=30
11.8,n=30
17.8,n=30
1.36666666666667,n=30
14.8333333333333,n=30
28.3666666666667,n=30
26.6666666666667,n=30
8.26666666666667,n=30
0.766666666666667,n=30
25,n=30
19.0333333333333,n=30
8.36666666666667,n=30
7.53333333333333,n=30
5.16666666666667,n=30
16.8333333333333,n=30
4.93333333333333,n=30
11.1666666666667,n=30
-0.2,n=30
17.9333333333333,n=30
2.1,n=30
13.4333333333333,n=30
5.93333333333333,n=30
9.53333333333333,n=30
2.73333333333333,n=30
11.9333333333333,n=30
15.5,n=30
19.6666666666667,n=30
10.4,n=30
9,n=30
9.13333333333333,n=30
20.2666666666667,n=30
8.36666666666667,n=30
10.2,n=30
17.1,n=30
11.2,n=30
7.13333333333333,n=30
11.3,n=30
56.7,n=30
22.4666666666667,n=30
7.5,n=30
8.66666666666667,n=30
21.7666666666667,n=30
3.36666666666667,n=30
0.833333333333333,n=30
22.7,n=30
1.43333333333333,n=30
10.9333333333333,n=30
1.8,n=30
19.6666666666667,n=30
12.6,n=30
1.43333333333333,n=30
38.7333333333333,n=30
12.8333333333333,n=30
6.43333333333333,n=30
5.2,n=30
8.4,n=30
10.633333333333301,n=30
-0.333333333333333,n=30
6.73333333333333,n=30
11.5666666666667,n=30
16.2,n=30
7.86666666666667,n=30
10.5333333333333,n=30
3.16666666666667,n=30
20.2333333333333,n=30
13.3666666666667,n=30
21.4,n=30
6.36666666666667,n=30
29.9666666666667,n=30
13.0333333333333,n=30
0.1,n=30
9.6,n=30
9.33333333333333,n=30
23.8333333333333,n=30
24.6,n=30
10.0666666666667,n=30
22.7,n=30
9.56666666666667,n=30
6.56666666666667,n=30
18.0666666666667,n=30
-0.633333333333333,n=30
5.36666666666667,n=30
10.3666666666667,n=30
4.66666666666667,n=30
11.2666666666667,n=30
10.8,n=30
1.2,n=30
23.2,n=30
4.8,n=30
9.3,n=30
29.7,n=30
5.53333333333333,n=30
11.8,n=30
14.133333333333301,n=30
22.2666666666667,n=30
4.73333333333333,n=30
-0.0333333333333333,n=30
18.1666666666667,n=30
21.8333333333333,n=30
15.0666666666667,n=30
13.4,n=30
10.4,n=30
0.366666666666667,n=30
14.8666666666667,n=30
1.13333333333333,n=30
4.26666666666667,n=30
3.5,n=30
0.666666666666667,n=30
2,n=30
2.8,n=30
6.83333333333333,n=30
2.63333333333333,n=30
5.7,n=30
7.83333333333333,n=30
9.6,n=30
5.03333333333333,n=30
15.633333333333301,n=30
4.4,n=30
1.1,n=30
7.36666666666667,n=30
4.93333333333333,n=30
-0.8,n=30
15.9333333333333,n=30
17.5333333333333,n=30
5.86666666666667,n=30
7.1,n=30
5.06666666666667,n=30
6.86666666666667,n=30
7.9,n=30
6.83333333333333,n=30
1.06666666666667,n=30
1.36666666666667,n=30
16.7333333333333,n=30
5.56666666666667,n=30
7.96666666666667,n=30
2.13333333333333,n=30
2.7,n=30
7.63333333333333,n=30
0.8,n=30
11.3666666666667,n=30
5,n=30
33.4333333333333,n=30
5.9,n=30
12.8333333333333,n=30
14.2666666666667,n=30
8.6,n=30
10.1666666666667,n=30
15.1666666666667,n=30
1.3,n=30
7.53333333333333,n=30
7.43333333333333,n=30
4.6,n=30
10.8,n=30
9.33333333333333,n=30
4.5,n=30
7.3,n=30
5.8,n=30
12.633333333333301,n=30
6.3,n=30
2.23333333333333,n=30
24.2,n=30
8.06666666666667,n=30
19.5,n=30
14.4333333333333,n=30
16.1333333333333,n=30
4.36666666666667,n=30
0.533333333333333,n=30
4.53333333333333,n=30
14.8333333333333,n=30
13.1,n=30
10.9,n=30
16.2333333333333,n=30
14.5666666666667,n=30
21.2333333333333,n=30
12.7333333333333,n=30
10.8333333333333,n=30
13.3,n=30
19.5,n=30
11.7,n=30
12.4333333333333,n=30
12.8666666666667,n=30
28.3,n=30
9.63333333333333,n=30
2.06666666666667,n=30
7.8,n=30
20.2666666666667,n=30
12.6,n=30
35.3,n=30
9.86666666666667,n=30
18.4666666666667,n=30
-0.0333333333333333,n=30
6.16666666666667,n=30
3.26666666666667,n=30
9.6,n=30
4.33333333333333,n=30
16.4,n=30
8.7,n=30
4.06666666666667,n=30
4.96666666666667,n=30
8.2,n=30
23.4333333333333,n=30
13.5666666666667,n=30
10.1,n=30
7.03333333333333,n=30
-0.8,n=30
13.9333333333333,n=30
16.9666666666667,n=30
3.9,n=30
19.4,n=30
17.9666666666667,n=30
13.2333333333333,n=30
-0.833333333333333,n=30
11.4,n=30
10.6666666666667,n=30
12.8666666666667,n=30
12.4333333333333,n=30
18,n=30
13.2333333333333,n=30
1.4,n=30
13.9333333333333,n=30
7.7,n=30
-0.766666666666667,n=30
3.1,n=30
8.5,n=30
0.8,n=30
2.03333333333333,n=30
4.7,n=30
7.16666666666667,n=30
9.76666666666667,n=30
4.6,n=30
5.76666666666667,n=30
11,n=30
11.9,n=30
15.1,n=30
20.1666666666667,n=30
5,n=30
1.9,n=30
8.33333333333333,n=30
10.8,n=30
4.36666666666667,n=30
29.4,n=30
0.1,n=30
11.6666666666667,n=30
-0.233333333333333,n=30
15.6666666666667,n=30
-0.3,n=30
19.5333333333333,n=30
1.46666666666667,n=30
5.83333333333333,n=30
7.23333333333333,n=30
11.2666666666667,n=30
6.23333333333333,n=30
3.46666666666667,n=30
10.4333333333333,n=30
15.6,n=30
16.9,n=30
11.9,n=30
20.4666666666667,n=30
21.0666666666667,n=30
6.03333333333333,n=30
26.6,n=30
7.73333333333333,n=30
20.5666666666667,n=30
32.6,n=30
12.133333333333301,n=30
12.9,n=30
12.1,n=30
7.76666666666667,n=30
21.1333333333333,n=30
18.4,n=30
6.8,n=30
1.86666666666667,n=30
3.8,n=30
47.2333333333333,n=30
4.2,n=30
15.3,n=30
11.1,n=30
22.9333333333333,n=30
4.93333333333333,n=30
3.8,n=30
5.16666666666667,n=30
14.8,n=30
2.06666666666667,n=30
8.8,n=30
3.2,n=30
5.53333333333333,n=30
-2.36666666666667,n=30
3.96666666666667,n=30
17.9333333333333,n=30
4,n=30
12.9666666666667,n=30
25.3,n=30
1.86666666666667,n=30
8.63333333333333,n=30
6.26666666666667,n=30
15.6,n=30
1.06666666666667,n=30
14.7333333333333,n=30
1.43333333333333,n=30
3.5,n=30
12.2666666666667,n=30
12.0333333333333,n=30
16,n=30
19.7666666666667,n=30
18.2,n=30
3.6,n=30
22.2666666666667,n=30
12.133333333333301,n=30
2.4,n=30
22.1333333333333,n=30
10.5666666666667,n=30
19.9666666666667,n=30
7.83333333333333,n=30
-1.3,n=30
22.1,n=30
0.833333333333333,n=30
9.9,n=30
12.2666666666667,n=30
5.5,n=30
8.1,n=30
22.3333333333333,n=30
3.63333333333333,n=30
9,n=30
24.1,n=30
13.3,n=30
21.2,n=30
21.1333333333333,n=30
20.7,n=30
9.76666666666667,n=30
5.96666666666667,n=30
11.4666666666667,n=30
27.4,n=30
1.7,n=30
8.8,n=30
2.96666666666667,n=30
16.5666666666667,n=30
28.6333333333333,n=30
7.9,n=30
14.5666666666667,n=30
-1.9,n=30
2.5,n=30
8.93333333333333,n=30
26.9333333333333,n=30
2.33333333333333,n=30
2.96666666666667,n=30
13.9666666666667,n=30
1.7,n=30
3.7,n=30
17.0666666666667,n=30
16.5,n=30
8.73333333333333,n=30
6.2,n=30
12.8,n=30
14.4333333333333,n=30
16.1333333333333,n=30
2.56666666666667,n=30
12,n=30
22.8333333333333,n=30
10.0333333333333,n=30
15.7,n=30
7.06666666666667,n=30
30.4666666666667,n=30
20.9,n=30
10.7666666666667,n=30
2.03333333333333,n=30
8.26666666666667,n=30
3.16666666666667,n=30
11.8,n=30
10.1666666666667,n=30
7.06666666666667,n=30
15.3333333333333,n=30
3.6,n=30
2.1,n=30
4.03333333333333,n=30
-0.766666666666667,n=30
7.43333333333333,n=30
11.5666666666667,n=30
20.9,n=30
6.73333333333333,n=30
-1.7,n=30
-2.7,n=30
4.6,n=30
10.1,n=30
10.7,n=30
12.633333333333301,n=30
5.26666666666667,n=30
16.3,n=30
1.13333333333333,n=30
1.43333333333333,n=30
13.2666666666667,n=30
0.5,n=30
18.9333333333333,n=30
9.7,n=30
8.13333333333333,n=30
16.5,n=30
4.6,n=30
7.7,n=30
23.1666666666667,n=30
-1.43333333333333,n=30
20.1333333333333,n=30
3.76666666666667,n=30
12.3,n=30
10.9666666666667,n=30
15.1,n=30
21.5333333333333,n=30
-1.03333333333333,n=30
2,n=30
5.3,n=30
8.96666666666667,n=30
7.73333333333333,n=30
1.1,n=30
12.133333333333301,n=30
2.23333333333333,n=30
19.4666666666667,n=30
14.7666666666667,n=30
9.93333333333333,n=30
4,n=30
7.96666666666667,n=30
32.3,n=30
16.8333333333333,n=30
3.03333333333333,n=30
5.96666666666667,n=30
10.4666666666667,n=30
14.9,n=30
14.3,n=30
3.56666666666667,n=30
10.8666666666667,n=30
8.6,n=30
19.6666666666667,n=30
9.2,n=30
6.23333333333333,n=30
4.3,n=30
12.9666666666667,n=30
4.86666666666667,n=30
14.3,n=30
29.1,n=30
-0.966666666666667,n=30
11.0333333333333,n=30
15.633333333333301,n=30
2.93333333333333,n=30
12.4666666666667,n=30
12.3,n=30
19.5,n=30
14.0666666666667,n=30
15.2666666666667,n=30
6.4,n=30
-1,n=30
14.2333333333333,n=30
1.23333333333333,n=30
14.2666666666667,n=30
8.26666666666667,n=30
7.16666666666667,n=30
7.73333333333333,n=30
4.36666666666667,n=30
7.96666666666667,n=30
11.5666666666667,n=30
20.1333333333333,n=30
2.66666666666667,n=30
3.16666666666667,n=30
12.2333333333333,n=30
16.6666666666667,n=30
12.633333333333301,n=30
4.56666666666667,n=30
19.4666666666667,n=30
1.66666666666667,n=30
17.3666666666667,n=30
25.9,n=30
24.8333333333333,n=30
8.2,n=30
4.76666666666667,n=30
23.3666666666667,n=30
2.9,n=30
15.2,n=30
13.7666666666667,n=30
6.33333333333333,n=30
7.63333333333333,n=30
21.4333333333333,n=30
11.6,n=30
18.1666666666667,n=30
5.5,n=30
5.43333333333333,n=30
7.43333333333333,n=30
15.5,n=30
7.2,n=30
0.266666666666667,n=30
17.2666666666667,n=30
5.23333333333333,n=30
7.33333333333333,n=30
7.33333333333333,n=30
8.73333333333333,n=30
17.6,n=30
17.7666666666667,n=30
34.8,n=30
