"acrePrice","region","improvements","year","acres","tillable","financing","crpPct","productivity"
1431,"Central",0,2009,151,100,"seller_financed",0,NA
2032,"Central",0,2009,315,98,"title_transfer",0,NA
2025,"Central",0,2009,158,97,"title_transfer",0,NA
2013,"Central",0,2009,159,97,"title_transfer",0,NA
2000,"Central",0,2009,160,98,"title_transfer",0,NA
748,"Central",0,2009,118,99,"title_transfer",100,NA
1022,"Central",0,2009,156,96,"title_transfer",0,NA
625,"Central",0,2009,320,85,"title_transfer",59,NA
620,"Central",8,2009,279,61,"title_transfer",58,NA
547,"Central",0,2009,160,78,"title_transfer",78,NA
2781,"Central",0,2008,157,99,"title_transfer",0,NA
676,"Central",0,2008,39,100,"title_transfer",0,NA
663,"Central",0,2008,111,95,"title_transfer",0,NA
1442,"Central",0,2009,160,96,"title_transfer",0,NA
1092,"Central",0,2009,316,97,"title_transfer",0,NA
1460,"Central",0,2008,158,97,"title_transfer",0,NA
1084,"Central",0,2008,80,99,"title_transfer",0,NA
2373,"Central",0,2009,79,96,"title_transfer",0,NA
2310,"Central",0,2009,79,97,"title_transfer",0,NA
1091,"Central",1,2009,160,96,"title_transfer",0,NA
1316,"Central",0,2009,152,98,"title_transfer",0,NA
1180,"Central",0,2009,80,99,"title_transfer",0,NA
2419,"Central",0,2010,157,97,"title_transfer",0,NA
500,"Central",0,2010,240,78,"title_transfer",86,NA
1698,"Central",0,2009,154,98,"title_transfer",0,NA
547,"Central",NA,2009,189,69,"title_transfer",70,NA
593,"Central",0,2009,81,90,"title_transfer",91,NA
431,"Central",0,2010,116,97,"title_transfer",87,NA
1293,"Central",0,2010,160,98,"title_transfer",0,NA
1947,"Central",0,2010,160,96,"title_transfer",0,NA
1947,"Central",0,2010,160,94,"title_transfer",0,NA
526,"Central",0,2009,137,75,"title_transfer",74,NA
490,"Central",0,2010,153,95,"title_transfer",99,NA
773,"Central",0,2010,150,98,"title_transfer",100,NA
1194,"Central",0,2009,314,98,"title_transfer",0,NA
800,"Central",0,2009,80,96,"title_transfer",0,NA
1987,"Central",0,2010,157,99,"title_transfer",0,NA
609,"Central",0,2010,267,96,"title_transfer",95,NA
1328,"Central",1,2009,314,95,"title_transfer",0,NA
1513,"Central",0,2010,39,90,"title_transfer",0,NA
1700,"Central",0,2010,80,99,"title_transfer",0,NA
2146,"Central",0,2010,158,98,"title_transfer",0,NA
1091,"Central",0,2010,105,83,"title_transfer",0,NA
1916,"Central",0,2010,155,97,"title_transfer",0,NA
769,"Central",0,2011,80,85,"title_transfer",0,NA
566,"Central",0,2010,160,91,"title_transfer",0,NA
1952,"Central",0,2010,640,98,"title_transfer",0,NA
1286,"Central",0,2010,160,96,"title_transfer",0,NA
2407,"Central",0,2011,160,98,"title_transfer",0,NA
535,"Central",0,2010,360,85,"title_transfer",83,NA
1468,"Central",64,2011,40,62,"title_transfer",0,NA
923,"Central",0,2010,314,97,"title_transfer",0,NA
964,"Central",0,2011,158,94,"title_transfer",9,NA
964,"Central",0,2011,158,95,"title_transfer",0,NA
2360,"Central",2,2011,152,100,"title_transfer",11,NA
1045,"Central",0,2011,38,92,"title_transfer",92,NA
1024,"Central",0,2011,156,96,"title_transfer",100,NA
983,"Central",0,2010,38,95,"title_transfer",100,NA
2436,"Central",0,2011,36,100,"title_transfer",0,NA
673,"Central",4,2011,320,69,"title_transfer",69,NA
513,"Central",0,2010,119,99,"title_transfer",92,NA
718,"Central",0,2011,120,92,"seller_financed",88,NA
568,"Central",0,2011,290,83,"title_transfer",84,NA
479,"Central",0,2010,86,51,"seller_financed",0,NA
453,"Central",0,2011,155,NA,"title_transfer",0,NA
2354,"Central",0,2011,318,97,"title_transfer",0,NA
2264,"Central",0,2010,160,96,"title_transfer",0,NA
892,"Central",0,2010,150,95,"title_transfer",0,NA
1614,"Central",0,2010,160,98,"title_transfer",0,NA
1772,"Central",0,2010,755,94,"title_transfer",0,NA
2011,"Central",NA,2010,476,93,"title_transfer",0,NA
2427,"Central",0,2011,153,97,"title_transfer",0,NA
961,"Central",0,2011,150,95,"title_transfer",0,NA
946,"Central",0,2011,39,92,"title_transfer",0,NA
2965,"Central",25,2011,312,94,"title_transfer",0,NA
2570,"Central",0,2010,77,100,"title_transfer",0,NA
1998,"Central",0,2011,158,99,"title_transfer",0,NA
1681,"Central",0,2011,151,100,"title_transfer",0,NA
1701,"Central",3,2011,152,92,"title_transfer",0,NA
1471,"Central",NA,2011,40,100,"title_transfer",0,NA
896,"Central",0,2010,80,95,"title_transfer",0,NA
1836,"Central",0,2011,156,93,"title_transfer",0,NA
1363,"Northwest",1,2003,160,91,"title_transfer",0,55
1033,"Northwest",0,2003,230,91,"title_transfer",0,56
1128,"Northwest",0,2003,158,85,"title_transfer",0,63
1416,"Northwest",0,2003,36,97,"title_transfer",0,57
1460,"Northwest",0,2003,80,82,"title_transfer",0,62
1277,"Northwest",0,2003,76,82,"title_transfer",0,55
1652,"Northwest",0,2003,155,99,"title_transfer",0,46
1320,"Northwest",0,2003,80,99,"title_transfer",0,59
1986,"Northwest",58,2003,64,6,"title_transfer",0,61
1191,"Northwest",0,2002,241,94,"title_transfer",0,43
1075,"Northwest",0,2002,381,93,"title_transfer",0,55
800,"Northwest",0,2003,145,52,"title_transfer",51,48
1111,"Northwest",10,2002,80,90,"title_transfer",0,60
1731,"Northwest",0,2002,159,97,"title_transfer",0,58
1025,"Northwest",0,2003,80,79,"title_transfer",34,49
1399,"Northwest",0,2003,240,97,"title_transfer",0,57
1876,"Northwest",0,2003,80,99,"title_transfer",0,60
1017,"Northwest",0,2003,200,86,"title_transfer",0,48
1500,"Northwest",0,2003,114,89,"title_transfer",0,57
1035,"Northwest",3,2002,311,86,"title_transfer",0,58
999,"Northwest",0,2003,83,94,"title_transfer",0,58
1351,"Northwest",0,2003,74,99,"title_transfer",0,54
1625,"Northwest",0,2003,80,94,"title_transfer",0,58
1709,"Northwest",0,2003,76,96,"seller_financed",0,55
744,"Northwest",0,2003,154,77,"title_transfer",0,47
1739,"Northwest",0,2003,151,97,"title_transfer",0,62
1824,"Northwest",0,2004,320,98,"title_transfer",0,62
1083,"Northwest",0,2004,320,82,"title_transfer",0,56
1218,"Northwest",0,2003,40,92,"title_transfer",0,56
1475,"Northwest",8,2004,100,88,"title_transfer",0,56
1750,"Northwest",0,2004,200,96,"title_transfer",0,48
1531,"Northwest",2,2003,76,92,"title_transfer",0,57
1343,"Northwest",0,2004,116,93,"title_transfer",0,63
1452,"Northwest",0,2004,168,98,"title_transfer",0,57
1125,"Northwest",0,2003,320,94,"title_transfer",0,50
1412,"Northwest",0,2004,161,97,"title_transfer",0,56
1362,"Northwest",0,2004,151,93,"title_transfer",5,57
892,"Northwest",0,2003,40,NA,"title_transfer",68,NA
2841,"Northwest",36,2003,40,70,"title_transfer",72,40
1665,"Northwest",0,2003,121,90,"title_transfer",0,57
1658,"Northwest",0,2003,106,89,"title_transfer",0,61
1107,"Northwest",0,2003,162,94,"title_transfer",0,56
935,"Northwest",0,2004,77,34,"title_transfer",0,57
1412,"Northwest",0,2004,80,95,"title_transfer",0,58
1260,"Northwest",0,2003,150,93,"title_transfer",0,56
1400,"Northwest",7,2004,321,90,"title_transfer",19,51
1871,"Northwest",0,2004,147,94,"title_transfer",0,53
1873,"Northwest",0,2004,40,92,"title_transfer",0,56
1807,"Northwest",0,2005,168,92,"title_transfer",0,52
1498,"Northwest",0,2004,80,92,"title_transfer",0,59
1452,"Northwest",0,2005,31,90,"title_transfer",0,56
1730,"Northwest",0,2005,40,92,"title_transfer",0,52
1430,"Northwest",0,2004,162,93,"title_transfer",0,48
1733,"Northwest",0,2004,151,97,"title_transfer",0,53
874,"Northwest",0,2005,225,56,"title_transfer",0,42
1127,"Northwest",0,2004,149,85,"title_transfer",6,57
1870,"Northwest",0,2005,160,91,"title_transfer",4,56
2000,"Northwest",0,2005,160,92,"title_transfer",20,58
1906,"Northwest",0,2005,80,96,"title_transfer",0,56
1896,"Northwest",0,2005,80,98,"title_transfer",0,59
1335,"Northwest",3,2004,178,67,"seller_financed",0,59
1570,"Northwest",0,2004,160,96,"title_transfer",0,60
1800,"Northwest",0,2005,60,90,"title_transfer",0,57
1819,"Northwest",2,2005,160,96,"title_transfer",0,58
1178,"Northwest",0,2005,77,34,"title_transfer",34,57
1936,"Northwest",0,2005,80,94,"title_transfer",0,57
1548,"Northwest",12,2005,80,82,"seller_financed",0,60
1504,"Northwest",8,2005,270,87,"title_transfer",0,53
1847,"Northwest",0,2005,150,97,"title_transfer",30,59
1179,"Northwest",0,2004,77,95,"title_transfer",0,44
1832,"Northwest",0,2005,80,96,"title_transfer",0,55
1758,"Northwest",0,2005,40,90,"title_transfer",0,58
2274,"Northwest",0,2005,146,95,"title_transfer",0,57
2087,"Northwest",0,2005,80,99,"title_transfer",0,57
1912,"Northwest",15,2004,112,89,"title_transfer",0,56
1813,"Northwest",0,2006,60,93,"seller_financed",0,61
2325,"Northwest",0,2006,160,89,"title_transfer",0,60
1100,"Northwest",0,2006,120,NA,"seller_financed",8,NA
2400,"Northwest",0,2006,264,98,"title_transfer",0,49
1934,"Northwest",0,2006,50,96,"title_transfer",0,57
2058,"Northwest",0,2005,69,97,"title_transfer",0,55
1958,"Northwest",0,2005,119,91,"title_transfer",0,53
1981,"Northwest",0,2006,80,92,"title_transfer",0,60
1981,"Northwest",0,2006,80,96,"title_transfer",0,60
2158,"Northwest",6,2006,206,93,"title_transfer",0,60
2035,"Northwest",0,2006,76,93,"title_transfer",0,61
2125,"Northwest",1,2006,48,81,"seller_financed",83,44
1494,"Northwest",0,2005,76,99,"title_transfer",0,56
2000,"Northwest",0,2006,80,96,"seller_financed",0,56
2087,"Northwest",0,2006,161,93,"title_transfer",0,43
2570,"Northwest",0,2005,158,97,"title_transfer",0,58
2222,"Northwest",0,2006,162,75,"title_transfer",0,55
2600,"Northwest",0,2006,77,96,"title_transfer",4,57
1961,"Northwest",16,2006,153,93,"title_transfer",94,57
2280,"Northwest",0,2006,40,92,"title_transfer",95,60
2293,"Northwest",0,2006,167,92,"title_transfer",88,56
1975,"Northwest",0,2006,161,92,"title_transfer",0,55
2508,"Northwest",0,2006,71,94,"title_transfer",0,58
1230,"Northwest",0,2006,164,93,"title_transfer",0,50
2252,"Northwest",0,2005,228,96,"title_transfer",1,57
2282,"Northwest",0,2005,79,95,"title_transfer",0,58
1525,"Northwest",0,2006,76,89,"title_transfer",11,55
1299,"Northwest",0,2006,154,77,"title_transfer",0,47
2250,"Northwest",0,2006,100,93,"title_transfer",94,49
1762,"Northwest",0,2006,38,100,"title_transfer",0,59
2043,"Northwest",0,2007,146,89,"seller_financed",0,53
2655,"Northwest",3,2007,157,91,"title_transfer",0,55
2502,"Northwest",0,2007,160,94,"title_transfer",0,52
2676,"Northwest",0,2007,160,99,"title_transfer",0,53
1027,"Northwest",0,2006,73,55,"title_transfer",7,53
1929,"Northwest",0,2007,235,97,"title_transfer",0,57
2420,"Northwest",0,2007,76,95,"title_transfer",0,52
1504,"Northwest",0,2006,161,78,"title_transfer",78,58
1469,"Northwest",0,2006,80,99,"seller_financed",0,62
1924,"Northwest",0,2007,29,62,"title_transfer",0,56
1789,"Northwest",0,2007,40,42,"title_transfer",40,21
1073,"Northwest",0,2007,121,NA,"title_transfer",0,NA
1757,"Northwest",0,2006,80,89,"title_transfer",0,51
2226,"Northwest",0,2006,40,95,"title_transfer",0,53
2199,"Northwest",0,2006,181,98,"title_transfer",0,55
1807,"Northwest",0,2006,80,99,"seller_financed",0,57
2346,"Northwest",0,2007,165,95,"title_transfer",6,51
1266,"Northwest",0,2007,162,89,"title_transfer",77,52
2653,"Northwest",0,2007,160,90,"title_transfer",0,59
1817,"Northwest",0,2007,164,91,"title_transfer",0,50
1412,"Northwest",0,2006,162,89,"title_transfer",0,55
1683,"Northwest",0,2007,40,92,"title_transfer",0,55
7990,"Northwest",68,2006,40,72,"title_transfer",0,59
2419,"Northwest",0,2007,31,97,"title_transfer",0,56
2832,"Northwest",0,2007,391,96,"title_transfer",0,55
3008,"Northwest",0,2007,40,95,"title_transfer",0,58
3028,"Northwest",0,2007,80,98,"title_transfer",4,59
3109,"Northwest",0,2007,151,99,"title_transfer",0,59
1974,"Northwest",0,2008,100,52,"seller_financed",0,56
2623,"Northwest",0,2008,165,94,"title_transfer",0,55
2684,"Northwest",0,2007,185,96,"title_transfer",0,56
2465,"Northwest",0,2008,160,87,"title_transfer",0,57
2645,"Northwest",0,2008,230,93,"title_transfer",0,51
3057,"Northwest",0,2008,72,99,"title_transfer",0,56
2874,"Northwest",0,2008,160,98,"title_transfer",0,52
1698,"Northwest",1,2008,161,92,"title_transfer",91,40
2422,"Northwest",0,2008,141,94,"title_transfer",0,48
2554,"Northwest",0,2008,395,90,"title_transfer",22,50
2718,"Northwest",0,2008,160,90,"title_transfer",0,57
3654,"Northwest",9,2008,160,92,"title_transfer",0,51
3395,"Northwest",0,2008,155,95,"title_transfer",0,51
3157,"Northwest",0,2008,60,93,"title_transfer",0,53
2760,"Northwest",0,2008,40,98,"title_transfer",0,59
2760,"Northwest",0,2008,60,90,"title_transfer",0,59
3000,"Northwest",0,2008,40,100,"title_transfer",0,64
3200,"Northwest",0,2008,20,90,"title_transfer",30,57
2512,"Northwest",0,2008,480,94,"title_transfer",0,37
3093,"Northwest",0,2008,150,95,"title_transfer",0,58
3625,"Northwest",0,2008,160,94,"title_transfer",6,57
2210,"Northwest",12,2007,80,88,"seller_financed",0,59
1700,"Northwest",0,2008,50,100,"title_transfer",98,49
1735,"Northwest",0,2008,40,15,"title_transfer",0,52
2053,"Northwest",0,2008,160,91,"title_transfer",0,51
1896,"Northwest",0,2008,317,87,"title_transfer",0,45
1959,"Northwest",0,2008,84,76,"title_transfer",0,46
2534,"Northwest",0,2007,321,88,"title_transfer",0,60
2693,"Northwest",0,2008,240,95,"title_transfer",12,59
2717,"Northwest",0,2008,38,95,"title_transfer",0,56
2666,"Northwest",0,2008,140,92,"title_transfer",0,53
2455,"Northwest",0,2008,80,94,"title_transfer",0,56
2417,"Northwest",0,2008,157,89,"title_transfer",8,51
2847,"Northwest",1,2009,232,74,"title_transfer",0,58
3018,"Northwest",0,2009,17,100,"title_transfer",0,50
2819,"Northwest",0,2008,127,97,"title_transfer",0,72
2031,"Northwest",0,2008,160,69,"title_transfer",0,58
2500,"Northwest",0,2008,138,87,"title_transfer",0,57
2325,"Northwest",10,2009,120,82,"title_transfer",0,59
3322,"Northwest",0,2009,151,95,"title_transfer",0,57
3613,"Northwest",0,2009,35,94,"title_transfer",0,62
3811,"Northwest",0,2008,122,93,"title_transfer",0,53
3766,"Northwest",0,2009,34,NA,"title_transfer",0,50
2729,"Northwest",0,2009,79,95,"title_transfer",0,56
3169,"Northwest",1,2009,77,94,"title_transfer",0,61
2644,"Northwest",0,2008,178,97,"seller_financed",0,60
3992,"Northwest",0,2008,79,92,"title_transfer",0,60
3341,"Northwest",0,2008,117,98,"title_transfer",0,NA
2356,"Northwest",0,2009,73,78,"title_transfer",0,60
3792,"Northwest",0,2008,72,90,"seller_financed",0,56
3688,"Northwest",0,2009,93,94,"title_transfer",0,63
3250,"Northwest",0,2009,80,92,"title_transfer",0,57
3250,"Northwest",0,2009,80,95,"title_transfer",0,56
2900,"Northwest",0,2008,182,91,"title_transfer",0,58
2779,"Northwest",0,2008,132,92,"title_transfer",0,57
3600,"Northwest",0,2009,40,100,"title_transfer",0,56
2664,"Northwest",0,2008,16,94,"title_transfer",0,48
1864,"Northwest",0,2008,228,56,"title_transfer",0,48
1692,"Northwest",0,2009,84,85,"title_transfer",0,43
3164,"Northwest",0,2009,40,95,"title_transfer",0,58
2636,"Northwest",4,2009,159,69,"seller_financed",0,60
2822,"Northwest",1,2009,150,91,"title_transfer",0,57
2026,"Northwest",0,2009,160,76,"title_transfer",0,57
2355,"Northwest",0,2009,151,92,"title_transfer",0,52
3072,"Northwest",0,2009,79,95,"title_transfer",1,54
3918,"Northwest",0,2010,80,96,"title_transfer",0,60
3924,"Northwest",0,2010,156,97,"title_transfer",0,56
2516,"Northwest",0,2010,77,81,"title_transfer",0,57
3250,"Northwest",0,2009,80,96,"title_transfer",0,57
2613,"Northwest",5,2009,160,82,"title_transfer",0,57
2582,"Northwest",0,2009,40,72,"title_transfer",0,55
3216,"Northwest",0,2010,110,96,"title_transfer",0,60
3250,"Northwest",0,2010,4,75,"title_transfer",0,70
3587,"Northwest",0,2010,77,88,"title_transfer",0,57
3008,"Northwest",6,2010,157,91,"title_transfer",0,57
3071,"Northwest",0,2010,320,95,"title_transfer",0,61
3030,"Northwest",0,2010,135,96,"title_transfer",0,63
3177,"Northwest",0,2010,150,95,"title_transfer",0,58
2503,"Northwest",0,2010,171,84,"title_transfer",0,56
2871,"Northwest",0,2009,28,86,"title_transfer",0,57
3646,"Northwest",0,2010,60,98,"title_transfer",0,58
3646,"Northwest",0,2010,60,100,"title_transfer",0,57
3704,"Northwest",0,2009,27,93,"title_transfer",0,63
2956,"Northwest",0,2009,42,98,"seller_financed",0,57
2998,"Northwest",0,2009,34,97,"seller_financed",0,58
5870,"Northwest",0,2011,118,97,"title_transfer",0,60
2470,"Northwest",1,2011,173,88,"title_transfer",0,49
4043,"Northwest",0,2011,24,96,"title_transfer",0,58
1951,"Northwest",0,2011,80,89,"title_transfer",89,38
3550,"Northwest",0,2010,144,90,"title_transfer",0,61
3655,"Northwest",1,2011,70,86,"title_transfer",0,57
4109,"Northwest",0,2010,160,95,"title_transfer",2,57
3170,"Northwest",0,2011,160,92,"title_transfer",0,50
4200,"Northwest",0,2011,16,100,"title_transfer",0,54
4234,"Northwest",0,2010,120,98,"title_transfer",0,57
4015,"Northwest",0,2010,163,98,"title_transfer",0,50
5234,"Northwest",0,2011,160,92,"title_transfer",0,55
1180,"Northwest",0,2011,80,46,"title_transfer",46,38
2367,"Northwest",8,2011,200,93,"title_transfer",0,47
1896,"Northwest",0,2011,144,94,"title_transfer",92,37
2092,"Northwest",0,2011,136,99,"title_transfer",100,36
3329,"Northwest",0,2010,129,99,"title_transfer",0,55
4021,"Northwest",0,2011,68,96,"title_transfer",0,62
3474,"Northwest",0,2011,170,95,"title_transfer",0,54
2480,"Northwest",0,2010,187,90,"title_transfer",0,52
2586,"Northwest",0,2010,88,89,"title_transfer",32,52
2727,"Northwest",0,2010,49,88,"title_transfer",0,51
3428,"Northwest",0,2010,50,90,"title_transfer",0,NA
3428,"Northwest",0,2010,270,98,"title_transfer",0,60
4790,"Northwest",NA,2011,80,95,"title_transfer",0,56
3176,"Northwest",0,2010,160,96,"title_transfer",0,59
1273,"Northwest",0,2011,98,38,"title_transfer",46,49
2841,"Northwest",0,2010,123,85,"title_transfer",0,47
4033,"Northwest",0,2011,40,98,"title_transfer",0,60
4033,"Northwest",0,2011,40,98,"title_transfer",0,59
2933,"Northwest",0,2011,9,78,"title_transfer",0,58
4167,"South West",0,2002,81,85,"title_transfer",0,76
5647,"South West",0,2003,17,100,"title_transfer",0,72
6461,"South West",36,2003,80,92,"title_transfer",0,NA
4444,"South West",26,2003,41,73,"title_transfer",0,NA
1776,"South West",0,2003,155,83,"title_transfer",0,71
1473,"South West",0,2003,39,77,"title_transfer",0,NA
5282,"South West",0,2003,36,94,"seller_financed",0,NA
3615,"South West",8,2002,40,82,"title_transfer",0,68
3238,"South West",0,2003,77,81,"title_transfer",0,NA
4427,"South West",27,2002,44,70,"title_transfer",0,NA
3130,"South West",0,2003,160,98,"title_transfer",0,75
2066,"South West",0,2002,149,93,"title_transfer",0,58
2913,"South West",0,2003,40,95,"title_transfer",0,NA
2925,"South West",0,2003,40,95,"seller_financed",0,NA
1475,"South West",0,2003,40,90,"title_transfer",0,NA
9190,"South West",46,2004,40,70,"title_transfer",0,NA
6304,"South West",25,2004,72,75,"title_transfer",0,NA
2746,"South West",0,2004,34,71,"title_transfer",0,NA
3500,"South West",0,2004,80,96,"title_transfer",0,NA
1790,"South West",0,2004,247,94,"title_transfer",0,NA
2751,"South West",0,2004,189,93,"title_transfer",0,NA
3416,"South West",0,2004,37,70,"title_transfer",0,NA
4625,"South West",0,2004,20,60,"title_transfer",0,NA
5869,"South West",15,2004,80,48,"title_transfer",0,NA
4150,"South West",36,2003,60,30,"title_transfer",0,NA
4794,"South West",22,2004,80,89,"title_transfer",0,NA
3619,"South West",0,2004,75,99,"title_transfer",0,NA
4300,"South West",0,2004,30,97,"title_transfer",0,NA
2508,"South West",0,2004,73,93,"title_transfer",0,NA
6034,"South West",0,2003,28,68,"title_transfer",0,NA
3565,"South West",0,2005,83,86,"title_transfer",0,NA
3100,"South West",0,2005,40,98,"title_transfer",0,NA
3247,"South West",0,2005,76,95,"title_transfer",0,NA
4500,"South West",0,2005,40,90,"title_transfer",0,NA
2997,"South West",0,2004,52,94,"title_transfer",0,NA
3582,"South West",0,2004,110,90,"seller_financed",0,NA
3461,"South West",0,2005,40,55,"title_transfer",0,NA
4730,"South West",0,2005,37,70,"title_transfer",0,NA
14094,"South West",0,2004,73,53,"title_transfer",0,NA
9862,"South West",0,2005,29,93,"title_transfer",0,NA
2941,"South West",0,2005,68,76,"title_transfer",0,NA
4200,"South West",0,2005,60,97,"title_transfer",0,NA
3636,"South West",0,2005,198,96,"title_transfer",0,NA
925,"South West",0,2004,41,90,"seller_financed",0,NA
4746,"South West",1,2005,118,53,"title_transfer",0,NA
3097,"South West",1,2005,106,93,"title_transfer",0,NA
5200,"South West",0,2005,40,98,"seller_financed",0,NA
4526,"South West",0,2005,90,97,"title_transfer",0,NA
1561,"South West",0,2005,237,93,"seller_financed",0,NA
3500,"South West",0,2004,40,60,"seller_financed",0,NA
2926,"South West",0,2005,81,98,"title_transfer",0,NA
3440,"South West",0,2005,94,28,"title_transfer",0,NA
2750,"South West",0,2005,10,100,"title_transfer",0,NA
2980,"South West",0,2005,40,60,"title_transfer",0,NA
698,"South West",0,2006,210,NA,"title_transfer",0,NA
4069,"South West",0,2006,24,96,"title_transfer",0,NA
4534,"South West",0,2006,40,40,"title_transfer",0,NA
5107,"South West",0,2006,40,35,"title_transfer",0,NA
960,"South West",0,2006,320,18,"title_transfer",0,NA
4404,"South West",0,2005,40,52,"title_transfer",0,NA
4269,"South West",0,2005,148,78,"title_transfer",0,NA
3548,"South West",0,2006,80,84,"title_transfer",0,NA
5917,"South West",13,2006,80,54,"title_transfer",0,NA
3900,"South West",0,2006,40,NA,"title_transfer",0,NA
3895,"South West",2,2006,64,6,"title_transfer",0,NA
3883,"South West",0,2006,82,NA,"title_transfer",0,NA
5076,"South West",0,2006,65,100,"title_transfer",0,NA
4543,"South West",0,2006,191,92,"title_transfer",0,NA
13360,"South West",0,2005,7,100,"title_transfer",0,NA
4162,"South West",0,2007,70,91,"title_transfer",0,NA
3889,"South West",0,2007,97,94,"title_transfer",0,NA
4859,"South West",0,2007,152,84,"title_transfer",0,NA
4431,"South West",0,2007,57,98,"title_transfer",0,NA
3922,"South West",0,2007,40,85,"title_transfer",0,NA
3841,"South West",0,2007,65,97,"title_transfer",0,NA
5498,"South West",0,2007,148,78,"title_transfer",0,NA
7312,"South West",34,2007,38,58,"title_transfer",0,NA
3422,"South West",0,2007,87,91,"title_transfer",0,NA
3560,"South West",0,2007,50,100,"title_transfer",0,NA
4228,"South West",0,2008,90,93,"seller_financed",0,NA
5834,"South West",0,2008,20,95,"title_transfer",0,NA
4562,"South West",0,2008,81,NA,"seller_financed",0,NA
4470,"South West",0,2008,100,97,"title_transfer",0,NA
4675,"South West",0,2008,155,94,"title_transfer",0,NA
6118,"South West",0,2008,80,98,"title_transfer",0,NA
4869,"South West",0,2008,113,93,"title_transfer",0,NA
4352,"South West",0,2008,52,100,"title_transfer",0,NA
5536,"South West",0,2008,69,87,"title_transfer",0,NA
973,"South West",0,2007,25,NA,"title_transfer",0,NA
7143,"South West",0,2008,14,NA,"seller_financed",0,NA
3264,"South West",0,2008,80,28,"title_transfer",0,NA
4620,"South West",0,2008,94,69,"title_transfer",0,NA
5758,"South West",0,2008,33,33,"title_transfer",0,NA
2902,"South West",0,2007,92,62,"title_transfer",0,NA
5015,"South West",0,2008,109,92,"title_transfer",0,NA
4828,"South West",0,2008,83,95,"title_transfer",0,NA
3371,"South West",0,2007,75,99,"title_transfer",0,NA
4895,"South West",0,2007,80,91,"title_transfer",0,NA
4859,"South West",0,2008,75,93,"title_transfer",0,NA
4405,"South West",0,2008,128,98,"title_transfer",0,NA
4749,"South West",0,2008,75,97,"title_transfer",0,NA
4500,"South West",0,2008,41,100,"title_transfer",0,NA
4402,"South West",0,2008,117,95,"title_transfer",0,NA
3908,"South West",0,2008,75,87,"title_transfer",0,NA
4245,"South West",0,2008,40,92,"title_transfer",0,NA
5200,"South West",0,2009,71,96,"title_transfer",0,NA
4500,"South West",0,2009,20,100,"title_transfer",0,NA
4251,"South West",0,2009,29,100,"title_transfer",0,NA
5100,"South West",0,2009,47,94,"title_transfer",0,NA
4400,"South West",0,2009,40,95,"title_transfer",0,NA
5000,"South West",0,2008,38,97,"title_transfer",0,NA
5375,"South West",0,2008,80,98,"title_transfer",0,NA
4286,"South West",0,2009,35,97,"title_transfer",0,NA
5438,"South West",0,2009,80,98,"title_transfer",0,NA
8537,"South West",26,2008,41,63,"title_transfer",0,NA
4480,"South West",0,2009,40,78,"seller_financed",2,NA
4501,"South West",0,2010,36,92,"title_transfer",0,NA
4000,"South West",0,2010,20,100,"title_transfer",0,NA
4601,"South West",0,2010,37,92,"title_transfer",0,NA
5436,"South West",0,2010,57,100,"title_transfer",0,NA
9143,"South West",37,2009,35,54,"title_transfer",0,NA
4820,"South West",0,2009,103,99,"seller_financed",0,NA
5100,"South West",0,2009,104,95,"title_transfer",0,NA
6000,"South West",0,2010,181,97,"title_transfer",0,NA
4750,"South West",0,2010,80,98,"title_transfer",0,NA
4000,"South West",0,2010,54,81,"seller_financed",0,NA
5317,"South West",0,2010,37,100,"seller_financed",0,NA
5400,"South West",0,2010,30,87,"title_transfer",0,NA
4476,"South West",0,2010,60,95,"title_transfer",0,NA
4892,"South West",0,2011,84,99,"title_transfer",0,NA
4698,"South West",0,2011,40,90,"title_transfer",0,NA
5351,"South West",0,2011,85,98,"title_transfer",0,NA
3797,"South West",0,2011,59,69,"title_transfer",0,NA
5834,"South West",28,2011,65,66,"seller_financed",71,65
3305,"South West",0,2011,37,70,"title_transfer",0,NA
7438,"South West",18,2010,60,88,"title_transfer",0,NA
5255,"South West",0,2010,75,89,"title_transfer",0,NA
5572,"South West",0,2011,74,82,"title_transfer",0,NA
4052,"South West",0,2010,40,70,"title_transfer",0,NA
5980,"South West",0,2011,80,94,"title_transfer",0,NA
5171,"South West",0,2011,41,95,"title_transfer",0,NA
5295,"South West",13,2010,80,85,"title_transfer",0,NA
5507,"South West",0,2011,84,NA,"title_transfer",0,NA
6052,"South West",0,2010,160,90,"title_transfer",0,NA
6134,"South West",0,2010,96,97,"title_transfer",0,NA
4899,"South West",0,2010,140,90,"title_transfer",0,NA
3811,"South West",0,2011,58,84,"title_transfer",0,NA
4035,"South West",0,2010,40,88,"title_transfer",0,NA
5182,"South West",0,2011,33,88,"title_transfer",0,NA
3365,"South West",0,2011,86,83,"seller_financed",0,NA
953,"South East",0,2002,82,87,"title_transfer",0,59
1227,"South East",0,2002,218,99,"title_transfer",0,50
847,"South East",0,2002,158,96,"title_transfer",95,56
956,"South East",0,2002,160,92,"title_transfer",24,55
843,"South East",0,2002,160,82,"title_transfer",46,57
915,"South East",6,2003,78,99,"title_transfer",0,55
1206,"South East",1,2003,297,91,"title_transfer",0,58
1072,"South East",0,2003,270,96,"title_transfer",4,56
1549,"South East",0,2002,80,92,"title_transfer",0,62
869,"South East",0,2003,462,77,"title_transfer",4,57
