"age","height","income"
32,73,19389
23,61,20236
28,70,21994
39,65,22815
26,75,20421
31,75,21796
26,69,20805
28,64,20000
39,64,60000
24,67,20456
30,72,21214
23,73,22700
46,69,20382
28,66,60000
21,68,21301
27,73,19089
25,61,30000
33,67,20000
31,65,20409
20,73,21490
31,68,21361
33,70,20165
37,72,1e+05
31,74,21146
26,69,21005
43,74,150000
36,61,20635
33,66,21777
48,70,21112
39,67,20108
32,67,21402
28,64,30000
26,72,22456
21,70,22341
30,72,21208
43,65,19965
46,65,20081
27,74,21665
33,65,21563
28,71,22135
47,73,20652
41,69,21962
29,69,18613
31,61,21687
35,70,22246
36,73,19760
42,67,19545
53,61,20697
28,68,21565
37,64,20660
28,73,20557
28,67,80000
28,70,21854
51,68,22817
21,63,19564
54,70,20000
23,63,19925
44,70,20334
63,69,1e+05
24,62,20000
44,72,22671
28,67,21657
32,65,40000
38,72,22753
35,75,60000
45,75,50000
21,67,40000
63,71,21492
27,75,21895
30,70,20294
62,75,20738
28,69,80000
28,55,19007
33,69,19998
42,63,30000
19,70,20722
34,67,21819
46,69,150000
27,67,21516
22,66,19473
27,72,20375
39,65,21563
42,76,21529
39,62,22059
38,68,30000
34,69,21736
24,61,20687
26,66,21024
31,64,21107
33,66,21346
20,74,20672
32,67,20474
28,63,19717
26,67,21993
26,68,50000
66,68,80000
28,72,22132
31,66,19949
30,66,20307
36,66,20990
30,68,20995
48,68,60000
39,61,18222
20,64,20267
27,72,21772
36,65,19435
53,61,21336
40,69,40000
36,66,21510
32,62,22277
42,67,21196
24,69,20498
24,67,21041
23,68,20272
27,62,21668
25,65,22011
28,65,19380
25,69,20960
30,67,21404
23,66,40000
24,63,19712
28,66,20759
55,66,30000
20,68,21081
51,66,30000
30,68,20736
23,64,22223
30,65,19825
27,66,20578
22,68,19771
28,64,19116
27,60,21837
26,64,19832
23,65,21997
25,67,23165
41,71,21612
46,68,50000
44,69,150000
29,62,19900
26,72,18382
43,71,22750
34,64,19826
30,60,20921
25,67,21451
25,62,19730
30,64,19632
31,75,1e+05
24,64,20000
26,67,21061
48,68,21916
27,66,19763
19,61,20729
41,65,60000
27,63,20282
30,72,20176
29,62,21092
26,70,19721
25,64,21694
25,67,40000
34,67,150000
34,71,21105
45,64,22691
32,64,19817
30,71,20460
42,63,20044
30,70,19793
36,64,19752
30,65,19653
26,65,19547
29,68,21010
28,72,50000
32,71,40000
29,68,21752
25,70,70000
33,66,21319
22,68,19770
22,66,23160
30,70,150000
46,66,70000
42,72,21512
33,70,20464
41,63,21413
43,70,20325
26,69,21054
37,72,22137
22,66,20271
38,67,18993
36,67,23125
26,70,21901
24,73,21304
34,65,21548
42,69,21904
22,74,20811
32,71,22248
27,72,19912
25,68,21933
19,72,20971
27,76,20509
37,74,50000
24,66,21789
32,69,20776
48,64,20232
24,68,70000
20,60,22209
21,67,20000
36,70,20567
26,64,21520
27,68,19348
26,65,22789
27,63,21649
55,66,20597
30,73,22005
24,67,21663
26,66,20643
24,69,19824
25,68,19958
25,73,21976
30,81,20987
26,72,21620
50,72,1e+05
46,63,20315
27,71,21140
22,66,21163
22,68,20000
52,61,21758
32,77,21094
26,65,22248
23,65,21182
31,60,22880
28,73,21114
24,71,21147
29,72,80000
25,67,21216
23,67,21095
27,71,19339
44,63,20080
20,67,22056
51,58,20394
29,66,22557
38,74,22986
26,61,21839
24,64,19744
46,73,60000
42,67,30000
44,67,20818
21,69,20544
34,69,21819
27,68,20927
23,67,21203
24,75,21902
41,68,18832
25,70,70000
28,73,22228
30,70,20481
21,71,20988
30,70,19497
25,70,21540
25,74,22027
41,59,21553
38,69,22031
27,67,19515
27,66,20437
56,66,20666
24,66,20068
27,64,20533
26,71,20083
34,68,1e+05
30,74,18944
39,63,21411
45,73,150000
24,75,20113
21,64,20000
29,69,50000
23,63,19108
32,72,20362
24,68,20796
36,73,21306
26,65,20110
23,69,19988
26,64,23044
32,66,20198
21,68,21915
24,69,20548
63,64,60000
24,68,20110
45,67,20290
33,72,21285
21,65,20839
34,66,21481
53,73,30000
36,68,20153
25,69,19974
31,72,19471
43,72,20675
28,72,21941
32,65,20034
24,70,20180
49,69,21788
22,76,20044
25,67,22609
26,70,20045
31,69,21430
25,72,20805
40,61,50000
24,68,20373
32,64,20691
24,67,19624
23,66,19358
28,71,21275
27,62,20565
23,64,22637
34,65,21039
28,66,20079
26,66,22795
29,66,21252
21,64,18532
24,66,19436
28,65,21983
24,66,19890
24,65,20000
39,67,21185
28,64,20158
37,74,19146
29,64,21537
29,77,20167
37,68,20439
33,67,20244
18,69,20248
19,71,21655
25,71,22090
30,63,30000
24,76,20000
32,71,60000
29,63,18955
22,65,20000
30,67,19969
31,74,20803
31,68,19997
22,68,20000
28,70,19976
49,74,80000
49,66,20168
28,72,1e+05
21,60,20440
27,73,20066
30,66,20031
30,67,20809
28,65,21160
26,69,21355
36,62,22374
29,64,20442
31,72,21657
33,74,19296
37,71,20733
28,74,20000
28,69,20001
36,65,20724
38,76,21189
26,60,20695
24,71,21345
27,69,20873
39,66,21222
51,63,21148
26,66,18655
36,63,20953
27,72,19957
22,69,20280
34,69,20445
27,66,21318
25,69,21202
31,64,21764
22,73,20136
27,68,21493
21,71,20000
33,65,21204
43,66,22097
32,71,22732
26,68,20366
28,64,21329
29,74,20736
30,69,20271
29,63,19880
32,63,40000
24,64,20898
26,67,19572
25,65,20995
21,67,19947
23,66,19814
28,68,20136
20,65,40000
29,68,80000
27,71,22051
31,69,18966
35,71,20133
20,73,20956
24,69,40000
20,64,20529
31,70,20038
24,75,20665
24,70,20425
23,72,21444
24,67,20653
29,65,22572
25,71,21595
24,71,20163
23,69,20000
23,68,21452
40,72,22053
30,66,1e+05
36,70,20627
37,70,21865
26,68,19162
57,71,20016
20,72,20550
26,70,21775
50,68,30000
32,67,20552
51,72,20850
43,71,21453
40,73,19743
31,71,22339
21,66,20922
35,63,21080
26,74,18484
27,72,21110
29,71,22016
20,63,20000
38,68,20654
40,72,23041
23,70,21076
35,71,20791
29,69,20339
21,74,20834
32,73,20645
29,65,21530
40,60,60000
33,70,20950
23,67,20000
32,68,21206
29,66,22731
25,67,21966
24,68,30000
24,67,21715
29,70,21376
25,71,20688
32,74,20196
34,67,19214
20,68,20125
46,74,50000
30,75,21451
30,67,20000
29,68,30000
29,67,21851
31,73,23247
26,61,23034
49,71,1e+05
23,71,19967
52,63,20682
29,71,21736
43,69,60000
24,61,20139
24,70,21712
50,63,21108
27,65,21461
24,62,20285
22,66,21463
25,66,22074
20,71,21420
26,62,20892
21,74,20931
27,73,30000
60,61,40000
25,65,21400
27,66,20730
22,68,20897
39,71,1e+05
27,72,20000
27,70,20000
59,72,20697
26,72,21342
23,70,21424
37,66,19334
27,65,21669
25,71,20000
44,59,19637
27,71,20069
37,70,150000
25,73,19886
23,69,1e+06
40,67,20000
35,74,20078
39,75,1e+06
25,72,20992
29,70,22856
27,76,20560
31,72,60000
19,66,21580
27,70,21532
32,63,21193
31,71,21626
23,66,20911
19,61,20000
25,69,22100
22,69,20577
33,70,19266
22,62,19804
52,67,1e+05
39,70,20359
64,62,19576
22,66,30000
33,76,21895
36,64,21051
30,64,20203
56,73,80000
34,66,21417
52,67,22425
26,63,19150
42,70,21304
20,65,21694
18,62,19705
34,70,80000
28,65,20112
29,75,20000
28,71,19438
26,66,21342
34,66,20972
39,75,21304
33,73,1e+05
29,74,20991
25,71,22683
31,63,20147
28,63,20662
34,72,20893
38,67,50000
33,69,21891
24,70,21676
24,67,20224
34,66,20759
34,64,30000
34,70,21366
24,70,50000
42,68,21592
26,66,60000
32,76,40000
33,72,20436
37,64,22041
42,61,19377
39,67,20538
28,72,21435
46,62,21572
27,72,21340
52,68,70000
43,63,20516
68,72,21332
66,65,80000
41,74,21259
27,65,20791
47,65,21586
34,65,21419
37,67,21222
19,69,21387
25,72,21314
35,69,20893
36,72,18996
33,73,20698
27,60,20934
31,72,22030
36,70,19166
20,66,21295
29,71,40000
33,62,30000
28,71,21260
24,74,20765
34,68,50000
28,71,21495
24,64,20521
56,77,20738
55,70,250000
33,67,21146
32,66,21197
29,71,21541
36,68,150000
36,68,150000
35,71,1e+05
29,69,21603
30,72,21058
41,79,70000
22,67,22740
19,62,20375
58,71,22173
26,67,21984
20,64,22275
62,73,70000
38,66,50000
29,70,20029
26,71,70000
22,74,21525
67,69,1e+05
29,70,20562
34,67,80000
65,74,30000
38,71,21348
48,70,19789
24,67,19605
40,66,19440
26,68,21331
32,67,20590
32,68,19989
31,74,21823
41,64,21038
30,60,22300
31,68,23017
57,69,19639
23,68,21267
26,66,21120
28,64,50000
23,65,21424
26,61,21956
30,69,19966
23,70,19669
32,62,22446
35,75,20462
20,68,21071
51,65,21123
40,74,20245
24,71,20933
54,67,1e+05
45,70,21439
35,77,22294
27,72,21481
53,70,18814
37,67,20818
33,68,20000
25,80,20000
34,72,19474
31,76,20262
48,75,80000
24,72,21783
28,71,21222
27,69,19152
25,74,21563
26,68,30000
29,68,21426
19,69,20755
25,65,20842
29,66,21896
26,66,20516
22,73,19470
24,64,21186
45,69,21423
25,63,20599
29,63,19565
36,71,150000
31,77,21853
66,65,19643
29,61,22906
49,66,20892
40,68,21487
26,71,1e+06
25,74,40000
67,68,50000
36,65,20340
42,65,20368
35,67,21104
33,67,21310
18,65,20051
60,61,21904
38,66,30000
31,74,21264
46,65,20565
33,64,20995
32,68,21891
25,63,19910
36,63,21252
33,75,20672
25,73,20702
25,71,21466
29,65,40000
30,67,20609
59,66,21919
24,67,20975
31,65,20378
47,65,20459
29,71,20000
57,68,30000
22,63,22157
38,65,20000
47,64,20355
45,72,20368
25,68,22052
34,68,21407
40,72,20821
35,72,19864
29,73,80000
32,77,50000
26,71,20990
28,67,21777
50,74,21545
30,67,50000
49,65,21677
27,74,20724
28,72,20000
28,70,20986
29,70,22032
51,72,21368
30,71,21251
26,68,21042
26,77,20000
29,67,22533
25,71,21424
44,66,19040
55,62,70000
28,71,70000
31,68,22093
18,62,20801
32,66,20205
39,68,30000
26,59,21800
39,67,20155
20,65,20986
24,69,21622
31,69,21843
40,76,70000
52,69,22519
24,73,30000
42,71,20814
19,72,20859
39,69,21335
30,74,21070
28,70,20563
26,68,22442
31,66,21084
29,61,20127
22,67,20000
33,66,21521
27,60,20879
22,68,21420
58,66,20461
29,64,19749
28,65,21561
36,60,22168
27,65,20794
61,66,22299
23,62,22653
50,65,21981
23,65,21534
33,61,1e+05
43,64,19971
37,63,21769
25,65,20629
23,67,20506
26,61,20000
32,66,20950
26,73,19463
60,64,21313
60,64,20950
41,65,22728
52,71,21007
21,67,20944
30,63,18593
29,66,60000
19,65,21419
23,62,1e+06
39,65,20980
24,67,20323
29,70,21719
32,67,22003
28,70,20219
47,72,21120
25,61,21069
25,76,21934
29,68,20004
42,73,1e+05
68,70,50000
25,69,80000
29,61,20512
30,69,20852
21,66,21092
31,72,80000
47,71,21300
28,72,20000
36,68,80000
32,68,20449
22,65,21061
21,72,21912
45,77,50000
30,64,20971
25,69,19324
19,69,21142
38,66,50000
32,66,20901
24,66,20921
26,69,18835
30,67,20969
21,66,21095
27,64,20619
37,67,20941
23,68,20444
24,65,20822
62,72,50000
27,67,20707
25,63,20302
25,67,23181
40,70,19325
49,73,20744
38,70,20089
31,68,20912
24,76,21357
36,73,21452
47,76,20212
36,74,20214
39,67,20447
23,65,22181
32,65,20851
32,71,30000
19,72,19985
45,67,19588
27,71,21893
27,64,20579
26,73,19956
41,64,70000
29,75,60000
25,72,20918
44,69,20241
32,68,21313
31,70,20505
25,68,20234
21,67,18795
31,71,21926
35,63,21244
28,64,21060
35,72,20184
24,75,20932
20,73,20258
32,70,50000
21,63,20683
39,67,22262
25,73,20801
25,70,22000
27,66,20000
24,67,19244
31,70,21018
31,66,21281
65,66,21656
34,68,20401
19,72,21405
27,64,22297
25,66,21628
23,66,20231
20,70,22064
26,74,20000
19,63,21031
25,60,21374
28,64,20330
35,62,22814
68,70,20529
30,68,21063
52,68,19901
40,66,21751
21,73,22182
51,70,19890
30,69,23085
27,62,20396
22,68,21240
28,67,21495
34,65,22292
31,69,80000
59,71,1e+05
18,72,20537
42,67,19896
24,66,20415
31,67,20293
20,67,20000
34,68,30000
28,61,19617
37,74,21851
24,63,21125
28,69,30000
30,60,21292
24,67,22197
23,74,20000
28,70,19558
31,72,18611
34,67,23217
36,74,20810
33,63,21773
43,65,20884
41,67,20176
62,60,22751
28,73,60000
31,72,22072
34,71,19075
29,70,21477
49,64,21892
50,74,21714
19,74,22997
24,68,22884
34,67,20208
22,70,20727
24,74,20000
35,67,1e+05
28,62,21252
27,68,21357
28,64,22392
22,65,21952
28,71,21497
39,70,1e+05
62,63,1e+05
33,67,19661
22,72,21570
32,66,50000
28,70,22438
24,67,21044
27,65,50000
34,74,20576
44,65,1e+06
30,75,1e+06
26,76,20000
52,63,19786
40,64,21457
31,67,19371
38,70,23059
20,65,1e+06
41,69,22306
42,66,19668
25,68,20023
32,76,20383
22,69,23149
33,68,21184
42,69,21161
21,67,18568
28,66,20251
28,80,20816
36,68,20254
42,67,20780
60,68,22031
24,73,22005
25,68,30000
46,70,21236
23,63,21830
22,65,22605
50,69,20786
20,53,21917
30,63,22870
29,64,20763
23,64,21954
50,63,50000
33,64,20433
64,66,18962
59,69,21166
21,59,20420
26,64,20432
24,65,21638
33,72,21689
24,65,23204
23,66,19791
23,70,1e+06
27,64,19312
35,72,19490
43,68,21105
19,63,20499
26,67,20024
45,62,20503
41,68,19949
23,63,21914
24,64,21079
28,67,21402
25,75,80000
22,68,22775
31,71,20000
22,64,20951
32,64,21968
24,69,20352
28,63,21671
39,75,20183
25,65,19240
26,62,21817
39,69,21336
37,68,21252
19,63,21612
34,70,40000
38,67,22764
35,63,20327
35,64,19602
56,66,19262
28,62,22175
29,71,150000
26,66,20751
31,73,22272
37,72,21143
25,76,1e+06
44,75,1e+05
32,66,21612
24,67,21159
39,65,21273
28,72,20289
27,74,21073
21,77,20672
61,73,22235
18,63,20566
42,71,20000
30,74,20486
49,65,1e+05
23,65,20000
46,73,20117
26,69,22172
35,72,20965
31,62,20494
30,74,60000
31,67,20333
23,68,19911
22,69,21716
37,72,60000
24,60,20174
26,68,70000
22,69,19736
34,66,21915
25,72,20968
32,67,22109
29,67,23418
25,73,23415
35,65,23044
33,65,21336
23,75,20996
22,70,30000
33,70,70000
23,75,20791
26,71,21151
31,71,21618
30,69,21318
32,74,21236
33,65,22724
20,73,21625
25,72,1e+06
33,66,21044
44,74,19932
32,73,21543
32,74,20605
29,72,20428
24,69,21066
41,66,22017
30,70,20989
28,62,22006
34,68,22284
35,64,21787
31,64,20953
46,64,18199
30,69,21294
37,66,18690
30,69,21772
61,65,22394
29,64,19847
27,65,21636
35,74,19914
23,64,20587
26,75,22687
26,67,20834
24,69,22617
28,60,20539
23,73,21626
32,70,20760
57,66,22387
44,68,20668
66,66,20012
31,65,20539
24,74,20158
25,69,19021
39,71,22152
36,72,60000
43,71,23525
37,75,250000
23,67,19586
55,60,22247
59,70,80000
27,70,20727
46,69,20534
30,72,21732
35,63,19679
27,65,30000
33,65,80000
24,71,20826
26,66,20492
26,66,21574
24,70,21175
46,61,20482
26,67,20000
27,67,20143
24,74,20207
32,72,20895
26,70,22313
37,62,21596
37,71,22391
38,64,23130
38,70,21463
45,65,21356
27,66,20227
35,70,22906
37,74,21606
30,71,21603
31,66,20512
69,67,20000
27,73,19710
36,70,150000
25,66,23754
33,76,21293
41,72,20164
29,66,20982
28,64,20702
37,70,19804
28,65,20171
33,76,20933
39,74,20313
23,64,20827
29,76,20744
49,66,22252
38,71,19949
25,76,21647
46,68,22655
22,65,19359
25,63,21152
34,62,21466
28,65,21389
27,59,22633
63,62,22075
33,72,20399
21,71,70000
38,63,21982
57,66,21507
25,70,22223
52,68,20852
22,65,20616
45,70,50000
48,68,22736
31,73,19809
22,72,21373
31,64,19539
25,67,19986
26,73,20000
31,66,40000
24,67,23018
42,70,18759
37,71,21437
27,66,20098
36,73,70000
25,68,22726
27,64,21315
27,74,18838
28,65,22063
20,77,5e+05
35,67,19650
41,67,20767
30,69,1e+05
24,71,21658
25,63,20483
41,63,21159
35,73,20052
25,73,20949
36,72,1e+05
61,64,20707
25,72,1e+06
27,67,20891
32,69,19775
30,65,20630
26,66,21484
25,62,20009
34,63,22439
23,61,21319
18,64,20000
24,66,21727
37,67,19703
29,61,21807
22,66,20157
25,61,20441
39,69,20714
23,69,22075
31,67,20492
32,66,20645
22,64,20220
22,68,20830
27,70,20951
43,65,20178
26,65,22055
30,72,22687
34,68,20944
20,72,20389
24,70,21055
28,65,22790
37,68,21888
45,74,70000
26,70,21159
25,67,22300
62,61,19444
61,67,19820
25,72,22518
31,70,19945
25,67,21852
20,69,21955
41,72,21694
49,72,19948
35,71,21890
27,71,20053
32,69,20490
31,71,20959
23,68,21886
22,74,20161
38,67,20544
21,72,21333
50,73,18955
26,73,70000
30,68,18987
36,69,22202
30,67,50000
32,66,21676
31,64,21985
42,71,1e+05
23,64,18001
26,70,1e+05
30,64,20852
24,70,20149
25,66,21382
39,62,22484
39,67,23009
27,74,40000
27,69,50000
22,67,20694
34,66,19108
26,71,22068
27,68,30000
31,72,19826
44,66,19532
26,64,20000
24,74,20000
45,68,20000
28,71,20121
32,65,20000
30,72,20000
45,68,60000
38,66,20696
33,73,21039
31,64,22147
28,76,20746
32,77,22115
28,67,21135
31,70,20000
26,64,20500
31,60,20530
34,70,22969
28,62,50000
26,67,20784
31,61,20574
25,72,5e+05
28,69,21086
32,69,22365
27,68,20181
24,71,20844
26,71,21142
29,77,20910
24,69,21304
24,72,20659
25,70,20000
30,68,19567
26,70,20879
27,72,21109
46,67,20946
30,75,19598
37,66,21594
26,64,20970
27,66,20000
36,70,80000
27,67,21903
39,66,21651
23,70,22521
27,69,20460
30,64,21037
36,69,21961
41,71,19647
22,63,21886
32,71,22018
25,69,20659
32,67,70000
50,62,20000
29,72,20317
28,69,21041
32,72,21247
31,69,21365
26,70,19809
27,65,21233
35,63,22086
23,64,23431
26,64,20451
26,67,20814
24,64,20516
27,72,19855
60,70,80000
42,69,30000
25,73,21425
38,67,20479
19,59,20604
39,70,22399
29,72,1e+05
35,70,22433
29,71,21987
39,72,20674
26,71,20422
21,69,1e+06
20,71,20000
42,61,20000
24,69,21693
35,75,21203
41,70,19269
44,72,21185
25,73,21281
43,72,21729
21,69,21273
31,71,50000
39,72,20863
29,63,21950
38,66,23184
29,71,20216
25,73,21681
29,65,1e+05
31,66,20091
25,68,20884
25,70,22918
28,68,80000
28,68,18773
50,65,21333
21,67,20154
51,64,20113
37,62,21994
46,70,21896
35,75,21052
28,65,22101
57,76,20199
37,62,40000
26,66,21797
24,70,20683
44,69,22429
45,67,21076
31,72,20635
45,68,21638
40,65,21507
27,68,21004
47,73,19936
25,70,21060
28,72,40000
21,72,21120
24,68,20074
27,73,21424
29,68,80000
25,70,19430
23,73,22109
34,73,21087
32,75,19958
25,64,20371
53,66,20081
25,66,21369
23,68,19232
24,71,60000
25,64,19163
26,63,20000
24,62,21327
22,68,20174
31,66,19342
22,70,20995
29,68,20000
56,76,70000
25,72,70000
27,66,18460
25,66,22161
33,70,19606
27,72,21254
39,64,20354
38,68,22312
29,64,22900
24,66,20000
24,59,20011
19,61,20419
47,64,50000
29,68,23335
56,65,22871
25,67,20136
36,65,23722
28,76,20317
23,75,19840
30,69,21550
26,67,21120
32,68,21452
37,63,70000
35,64,20741
29,69,20000
55,69,22145
27,68,22889
42,67,21512
27,73,21653
23,74,20000
37,68,40000
20,64,18428
40,67,20698
27,67,19167
25,61,19538
38,68,1e+05
23,74,21127
24,70,19774
38,69,19793
20,65,19912
34,68,40000
38,70,21293
39,69,20870
23,66,20000
28,66,21411
24,73,22210
29,68,50000
23,77,19989
57,64,20432
24,76,20376
24,72,20898
46,69,19647
33,66,21354
28,67,20923
30,74,21333
28,67,20718
37,72,21133
39,75,60000
42,70,40000
24,76,21019
18,71,20000
53,71,21128
43,71,23096
54,69,23331
26,72,20389
40,68,20000
31,63,22075
50,74,19161
30,72,20339
30,75,22354
29,69,21073
24,75,22315
21,65,20000
51,65,20000
33,65,20168
50,74,22102
29,68,21608
41,76,22885
29,61,21375
34,73,21749
25,68,21039
31,70,19532
29,71,21140
40,75,21482
35,67,21572
32,72,19901
22,75,20098
27,69,20926
45,70,21147
30,67,21569
30,69,1e+05
45,72,20087
25,60,20902
42,68,19217
22,66,22146
20,66,21570
59,63,20723
21,67,22390
40,64,19931
24,64,19160
28,70,21450
27,75,21851
33,71,20493
19,67,21384
31,72,20926
35,67,21431
52,65,18649
42,69,20566
35,63,21287
29,69,20409
47,66,20005
48,73,19169
24,70,21044
46,72,21340
45,70,1e+05
32,66,20455
26,75,150000
30,71,30000
36,73,20711
27,70,22325
47,68,21573
32,67,22058
31,64,21317
28,62,20798
25,66,20683
25,64,21923
63,71,21722
23,68,1e+06
25,73,21819
30,72,20000
21,71,20930
27,65,21422
26,66,21854
20,70,19054
26,67,20620
25,72,20354
38,69,1e+05
22,70,19725
26,73,20760
58,67,22203
33,64,21006
30,73,22632
32,68,19952
24,63,21466
35,61,22173
36,68,20004
41,70,22337
21,64,21402
31,65,80000
37,62,20525
35,73,23299
31,72,19666
31,67,20147
38,71,21631
30,67,22577
61,72,19352
34,70,21392
69,65,21145
30,76,150000
37,69,20012
52,65,30000
27,67,80000
35,69,19057
47,63,23874
51,64,21479
36,64,21618
22,65,21188
25,67,20426
56,68,1e+05
41,60,20000
60,67,21388
35,68,21748
38,71,21554
27,69,20854
40,70,21128
27,70,22592
46,71,60000
35,74,21202
45,69,22527
53,69,20745
21,72,20491
30,72,20490
33,65,21562
46,71,20000
36,76,22469
36,67,21067
23,72,21244
22,65,21354
42,68,19541
29,68,21924
25,68,1e+05
38,65,20033
27,63,20739
19,62,21404
26,73,19875
25,70,60000
23,59,60000
26,71,30000
23,67,21995
38,65,20774
28,65,20857
26,64,20912
30,74,21270
20,62,22660
34,72,20917
24,63,21460
26,70,20000
34,68,20685
28,68,20423
23,66,20781
31,60,19599
26,64,19286
25,69,20947
20,66,22156
33,72,21740
42,70,21367
52,64,80000
54,65,20961
51,64,20665
28,65,20662
39,62,19167
31,68,18997
28,72,1e+05
27,70,22011
29,74,20324
27,67,21094
30,71,22017
47,66,80000
21,70,20888
21,67,20686
38,78,21260
28,68,20358
39,70,21117
33,67,22099
35,66,21839
33,76,30000
42,70,20181
31,74,40000
28,67,21091
27,64,20927
32,69,40000
35,72,23986
31,71,22460
28,67,22567
50,70,21316
26,73,20329
24,63,21256
20,67,20000
34,71,22365
33,72,70000
33,71,19596
28,68,20000
29,69,21496
28,62,21222
34,75,22141
27,71,21297
38,68,40000
30,67,21711
30,71,20813
54,72,21187
21,69,20862
34,64,150000
37,72,21089
32,71,21523
45,66,22418
41,72,20832
34,69,20360
21,71,30000
26,68,20811
29,71,20863
29,69,21454
26,67,21450
32,71,22739
33,65,20855
23,71,20961
22,63,22747
29,66,19717
24,63,21153
22,66,20539
22,65,20462
27,67,20138
22,67,21688
24,64,22127
27,64,30000
25,66,22238
25,68,20015
32,64,21661
23,64,20000
21,62,19731
29,73,22839
31,71,20781
41,62,20832
23,65,30000
24,66,20018
26,67,20630
39,69,21515
30,70,60000
37,64,22366
28,70,20000
37,66,21773
52,68,21727
28,63,80000
36,66,19659
28,69,19839
18,63,20176
35,64,20164
52,68,20544
37,66,21378
45,67,19347
30,67,19609
25,62,21103
24,65,20000
21,66,19972
38,67,21129
28,63,21214
36,67,20727
22,69,21070
31,64,22246
32,64,21864
32,66,20799
39,64,20485
26,64,21835
51,63,20748
20,70,19989
35,65,20159
35,64,20269
25,67,19999
19,68,20914
32,67,22185
30,65,19405
41,65,19897
46,65,21415
18,59,20000
32,64,21400
27,63,23125
44,70,21650
43,66,22444
32,70,21451
50,72,50000
27,75,19525
28,64,19724
24,62,21132
31,69,30000
29,70,20000
49,71,21337
61,68,21905
26,75,21236
29,68,19728
49,67,20324
39,61,21240
27,75,1e+05
30,70,20000
36,65,19980
32,72,21502
24,66,20564
48,70,21105
40,69,50000
23,67,20889
23,63,21558
35,67,20798
41,75,22287
36,71,22211
34,67,40000
23,72,20792
27,65,22532
27,61,23315
47,62,22156
53,70,1e+05
24,67,20000
35,62,21173
33,64,22200
22,69,22465
28,65,20952
28,60,21776
28,65,20224
32,60,50000
27,64,20666
42,66,21546
26,67,20496
29,69,1e+05
41,73,20646
27,67,21727
24,66,21367
25,68,21765
47,72,19613
35,65,21721
40,64,21535
22,64,21035
67,60,20000
41,69,20874
28,59,21000
34,75,21724
28,83,20776
25,61,21651
47,68,23361
26,65,19770
25,66,21033
50,71,21595
32,69,21740
41,69,21631
52,65,20451
33,67,21813
23,70,19674
25,67,22636
35,62,20363
41,64,60000
26,61,21030
34,64,21695
27,62,21922
32,66,22223
37,64,21109
29,72,20377
24,67,20436
31,63,22066
57,68,80000
23,72,20268
34,70,21700
42,67,22317
29,72,1e+05
32,69,22151
31,64,21133
34,72,20546
33,65,21745
43,65,19545
46,70,60000
30,72,21201
25,65,21481
27,72,20000
28,75,23122
43,69,18499
23,66,21622
18,71,21095
28,66,21246
27,68,20962
32,70,22391
29,64,20863
33,66,19343
24,67,20898
25,69,70000
24,71,20392
30,71,20547
25,63,22140
23,68,20331
28,58,18756
30,74,20629
65,64,20420
38,69,21328
45,72,1e+05
33,67,20708
27,63,20243
36,68,1e+05
24,78,21006
24,67,21113
32,68,19788
25,62,21379
34,70,23111
30,71,20842
38,67,20733
22,73,20930
35,62,22702
29,64,40000
19,61,20640
51,62,19632
33,56,20000
29,69,21194
30,63,21226
26,68,20285
30,70,20278
21,67,19656
33,71,19522
49,63,21121
23,66,19745
36,65,30000
28,69,21043
34,72,22943
28,72,19464
29,72,30000
24,72,22137
24,71,20000
33,61,21143
27,67,21367
27,65,22362
25,65,21436
25,70,20433
25,73,40000
27,68,21209
53,62,18600
54,70,20270
32,68,21277
29,75,150000
32,68,20947
28,67,1e+05
36,68,21428
31,61,20557
46,67,21980
33,66,19682
25,66,20660
26,69,22795
51,72,22301
25,73,20159
69,67,22353
26,68,22659
30,68,40000
29,70,20544
31,68,19799
28,71,21785
30,68,20495
23,73,20683
25,72,20896
28,71,1e+06
22,72,19731
26,63,20556
29,71,21086
25,74,18586
31,72,20489
39,64,1e+05
18,64,19388
27,63,22397
33,67,22094
28,70,21607
21,61,21151
19,64,22233
32,69,22717
32,63,19460
29,68,21519
31,68,20999
30,70,20331
36,73,1e+05
20,63,20537
20,70,20000
32,68,21615
35,61,20333
31,63,19921
32,62,20000
32,64,20228
28,74,20830
33,64,150000
27,68,20857
35,68,20378
36,67,22430
24,68,30000
30,76,21063
25,71,20450
32,72,20402
26,64,20718
31,66,21217
28,68,20000
51,70,80000
42,75,21120
22,72,20000
40,72,22350
22,72,19590
24,62,20715
29,66,22054
27,68,21078
24,69,22530
44,69,21425
23,72,20779
31,72,18836
37,64,19587
48,67,20525
19,74,20838
26,67,20530
34,72,19815
23,74,21140
21,64,20000
35,66,20007
39,71,5e+05
28,65,30000
34,73,22259
50,60,21180
25,74,21435
64,68,21641
36,69,18857
36,71,22963
56,73,50000
27,66,19223
33,63,20580
40,78,20000
33,70,21833
37,70,21250
23,67,21747
27,65,21042
46,67,20000
28,72,20890
23,66,20315
46,68,23260
31,70,20000
24,65,22406
23,72,20000
30,73,19821
30,71,21323
32,72,21682
28,67,21916
21,71,20320
40,71,22078
25,75,19339
25,70,21401
21,70,20000
25,68,21002
37,68,19923
24,68,20000
37,71,21381
26,71,21713
27,72,21312
32,70,80000
27,70,19495
47,71,150000
25,67,20815
34,68,21279
28,71,20568
51,75,1e+05
22,73,20856
31,70,50000
27,68,18870
