"Carrier","FlightNo","Destination","DepartTime","FlightLength","Delay","Delayed30"
"UA",409,"DEN","4-8pm",279,19,"No"
"UA",511,"ORD","8-Noon",144,-2,"No"
"UA",669,"ORD","4-8am",160,20,"No"
"UA",673,"ORD","8-Noon",151,-3,"No"
"UA",677,"ORD","8-Noon",160,0,"No"
"UA",679,"ORD","Noon-4pm",160,-8,"No"
"UA",681,"ORD","Noon-4pm",160,-5,"No"
"UA",683,"ORD","Noon-4pm",160,-4,"No"
"UA",685,"ORD","Noon-4pm",160,-6,"No"
"UA",687,"ORD","4-8pm",160,-5,"No"
"UA",689,"ORD","4-8pm",160,-5,"No"
"UA",691,"ORD","4-8pm",160,-8,"No"
"UA",693,"ORD","4-8pm",160,-6,"No"
"UA",745,"DEN","Noon-4pm",277,43,"Yes"
"UA",847,"IAD","4-8pm",92,-9,"No"
"AA",301,"ORD","4-8am",140,-3,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,0,"No"
"AA",309,"ORD","8-Noon",145,-9,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,-7,"No"
"AA",321,"ORD","8-Noon",155,-6,"No"
"AA",327,"ORD","Noon-4pm",155,19,"No"
"AA",329,"ORD","Noon-4pm",150,42,"Yes"
"AA",333,"ORD","Noon-4pm",155,-10,"No"
"AA",335,"ORD","Noon-4pm",160,46,"Yes"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,79,"Yes"
"AA",345,"ORD","4-8pm",160,65,"Yes"
"AA",347,"ORD","4-8pm",155,111,"Yes"
"AA",363,"ORD","4-8pm",155,116,"Yes"
"AA",371,"ORD","8-Mid",155,0,"No"
"AA",413,"MIA","4-8am",185,-5,"No"
"AA",599,"MIA","8-Noon",190,-6,"No"
"AA",611,"BNA","8-Noon",155,-5,"No"
"AA",701,"DFW","4-8am",225,47,"Yes"
"AA",707,"DFW","4-8am",230,-2,"No"
"AA",709,"DFW","4-8am",235,-3,"No"
"AA",713,"DFW","8-Noon",240,-6,"No"
"AA",721,"DFW","8-Noon",245,1,"No"
"AA",731,"DFW","8-Noon",240,-1,"No"
"AA",739,"DFW","8-Noon",240,-4,"No"
"AA",743,"DFW","Noon-4pm",235,0,"No"
"AA",745,"DFW","Noon-4pm",240,19,"No"
"AA",751,"DFW","Noon-4pm",245,0,"No"
"AA",753,"DFW","Noon-4pm",240,33,"Yes"
"AA",759,"DFW","Noon-4pm",245,52,"Yes"
"AA",763,"DFW","4-8pm",250,55,"Yes"
"AA",785,"DFW","4-8pm",240,-1,"No"
"AA",787,"DFW","4-8pm",240,84,"Yes"
"AA",791,"DFW","8-Mid",235,50,"Yes"
"AA",1423,"MIA","Noon-4pm",190,34,"Yes"
"AA",1551,"BNA","4-8pm",150,-3,"No"
"AA",1559,"MIA","4-8pm",195,73,"Yes"
"AA",1685,"MIA","4-8am",175,-2,"No"
"AA",1709,"MIA","8-Mid",185,53,"Yes"
"AA",1741,"BNA","Noon-4pm",150,124,"Yes"
"AA",1757,"STL","8-Noon",170,14,"No"
"AA",1855,"STL","8-Noon",165,-10,"No"
"AA",2011,"MIA","4-8pm",185,70,"Yes"
"AA",2015,"MIA","8-Noon",190,-2,"No"
"AA",2019,"STL","8-Mid",160,0,"No"
"AA",2093,"MIA","Noon-4pm",190,17,"No"
"AA",2223,"STL","4-8pm",175,-5,"No"
"AA",2255,"MIA","4-8am",175,-3,"No"
"AA",301,"ORD","4-8am",140,-7,"No"
"AA",303,"ORD","4-8am",145,-9,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,-7,"No"
"AA",313,"ORD","8-Noon",155,-7,"No"
"AA",319,"ORD","8-Noon",150,-8,"No"
"AA",327,"ORD","Noon-4pm",155,-10,"No"
"AA",333,"ORD","Noon-4pm",155,-9,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",345,"ORD","4-8pm",160,-3,"No"
"AA",363,"ORD","4-8pm",155,-3,"No"
"AA",413,"MIA","4-8am",185,-2,"No"
"AA",599,"MIA","8-Noon",190,-5,"No"
"AA",611,"BNA","8-Noon",155,-8,"No"
"AA",707,"DFW","4-8am",230,10,"No"
"AA",709,"DFW","4-8am",235,-8,"No"
"AA",713,"DFW","8-Noon",240,-10,"No"
"AA",721,"DFW","8-Noon",245,-8,"No"
"AA",731,"DFW","8-Noon",240,-7,"No"
"AA",743,"DFW","Noon-4pm",235,-4,"No"
"AA",745,"DFW","Noon-4pm",240,26,"No"
"AA",751,"DFW","Noon-4pm",245,-5,"No"
"AA",759,"DFW","Noon-4pm",245,-4,"No"
"AA",763,"DFW","4-8pm",250,-4,"No"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,30,"No"
"AA",1423,"MIA","Noon-4pm",190,22,"No"
"AA",1559,"MIA","4-8pm",195,-4,"No"
"AA",1685,"MIA","4-8am",175,0,"No"
"AA",1709,"MIA","8-Mid",185,10,"No"
"AA",1741,"BNA","Noon-4pm",150,-8,"No"
"AA",1757,"STL","8-Noon",170,-2,"No"
"AA",2011,"MIA","4-8pm",185,-10,"No"
"AA",2015,"MIA","8-Noon",190,-6,"No"
"AA",2093,"MIA","Noon-4pm",190,-9,"No"
"AA",2223,"STL","4-8pm",175,-10,"No"
"AA",2255,"MIA","4-8am",175,-3,"No"
"AA",301,"ORD","4-8am",140,-1,"No"
"AA",305,"ORD","4-8am",145,-1,"No"
"AA",309,"ORD","8-Noon",145,-9,"No"
"AA",313,"ORD","8-Noon",155,-7,"No"
"AA",319,"ORD","8-Noon",150,-9,"No"
"AA",321,"ORD","8-Noon",155,-8,"No"
"AA",327,"ORD","Noon-4pm",155,-9,"No"
"AA",329,"ORD","Noon-4pm",150,-8,"No"
"AA",333,"ORD","Noon-4pm",155,-4,"No"
"AA",335,"ORD","Noon-4pm",160,-4,"No"
"AA",337,"ORD","Noon-4pm",160,1,"No"
"AA",341,"ORD","4-8pm",160,-5,"No"
"AA",345,"ORD","4-8pm",160,-6,"No"
"AA",347,"ORD","4-8pm",155,-5,"No"
"AA",363,"ORD","4-8pm",155,-10,"No"
"AA",371,"ORD","8-Mid",155,29,"No"
"AA",413,"MIA","4-8am",185,-4,"No"
"AA",599,"MIA","8-Noon",190,-12,"No"
"AA",611,"BNA","8-Noon",155,-11,"No"
"AA",707,"DFW","4-8am",230,-9,"No"
"AA",709,"DFW","4-8am",235,-9,"No"
"AA",713,"DFW","8-Noon",240,1,"No"
"AA",721,"DFW","8-Noon",245,-1,"No"
"AA",731,"DFW","8-Noon",240,-4,"No"
"AA",743,"DFW","Noon-4pm",235,-7,"No"
"AA",745,"DFW","Noon-4pm",240,-10,"No"
"AA",751,"DFW","Noon-4pm",245,-5,"No"
"AA",753,"DFW","Noon-4pm",240,-1,"No"
"AA",759,"DFW","Noon-4pm",245,-6,"No"
"AA",763,"DFW","4-8pm",250,-6,"No"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,-3,"No"
"AA",1423,"MIA","Noon-4pm",190,-3,"No"
"AA",1551,"BNA","4-8pm",150,35,"Yes"
"AA",1559,"MIA","4-8pm",195,-6,"No"
"AA",1685,"MIA","4-8am",175,-1,"No"
"AA",1709,"MIA","8-Mid",185,8,"No"
"AA",1741,"BNA","Noon-4pm",150,-5,"No"
"AA",1757,"STL","8-Noon",170,-8,"No"
"AA",1855,"STL","8-Noon",165,-3,"No"
"AA",2011,"MIA","4-8pm",185,3,"No"
"AA",2015,"MIA","8-Noon",190,-8,"No"
"AA",2019,"STL","8-Mid",160,-1,"No"
"AA",2093,"MIA","Noon-4pm",190,-4,"No"
"AA",2223,"STL","4-8pm",175,-7,"No"
"AA",2255,"MIA","4-8am",175,-9,"No"
"AA",301,"ORD","4-8am",140,-4,"No"
"AA",303,"ORD","4-8am",145,-3,"No"
"AA",305,"ORD","4-8am",145,-3,"No"
"AA",309,"ORD","8-Noon",145,-6,"No"
"AA",313,"ORD","8-Noon",155,-1,"No"
"AA",319,"ORD","8-Noon",150,3,"No"
"AA",321,"ORD","8-Noon",155,-4,"No"
"AA",327,"ORD","Noon-4pm",155,-7,"No"
"AA",329,"ORD","Noon-4pm",150,-6,"No"
"AA",333,"ORD","Noon-4pm",155,-5,"No"
"AA",335,"ORD","Noon-4pm",160,-5,"No"
"AA",337,"ORD","Noon-4pm",160,39,"Yes"
"AA",341,"ORD","4-8pm",160,-7,"No"
"AA",345,"ORD","4-8pm",160,-5,"No"
"AA",347,"ORD","4-8pm",155,0,"No"
"AA",363,"ORD","4-8pm",155,-5,"No"
"AA",371,"ORD","8-Mid",155,0,"No"
"AA",413,"MIA","4-8am",185,-3,"No"
"AA",599,"MIA","8-Noon",190,-5,"No"
"AA",611,"BNA","8-Noon",155,-9,"No"
"AA",701,"DFW","4-8am",225,-12,"No"
"AA",707,"DFW","4-8am",230,17,"No"
"AA",709,"DFW","4-8am",235,-4,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,-13,"No"
"AA",739,"DFW","8-Noon",240,-8,"No"
"AA",743,"DFW","Noon-4pm",235,-7,"No"
"AA",745,"DFW","Noon-4pm",240,-4,"No"
"AA",751,"DFW","Noon-4pm",245,-4,"No"
"AA",753,"DFW","Noon-4pm",240,-6,"No"
"AA",759,"DFW","Noon-4pm",245,-8,"No"
"AA",763,"DFW","4-8pm",250,-8,"No"
"AA",785,"DFW","4-8pm",240,-3,"No"
"AA",787,"DFW","4-8pm",240,-3,"No"
"AA",791,"DFW","8-Mid",235,0,"No"
"AA",1423,"MIA","Noon-4pm",190,-2,"No"
"AA",1551,"BNA","4-8pm",150,-3,"No"
"AA",1559,"MIA","4-8pm",195,-6,"No"
"AA",1685,"MIA","4-8am",175,0,"No"
"AA",1709,"MIA","8-Mid",185,84,"Yes"
"AA",1741,"BNA","Noon-4pm",150,-7,"No"
"AA",1757,"STL","8-Noon",170,-5,"No"
"AA",1855,"STL","8-Noon",165,-2,"No"
"AA",2011,"MIA","4-8pm",185,-7,"No"
"AA",2015,"MIA","8-Noon",190,24,"No"
"AA",2019,"STL","8-Mid",160,48,"Yes"
"AA",2093,"MIA","Noon-4pm",190,-6,"No"
"AA",2223,"STL","4-8pm",175,-6,"No"
"AA",2255,"MIA","4-8am",175,28,"No"
"AA",301,"ORD","4-8am",140,-8,"No"
"AA",303,"ORD","4-8am",145,-4,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,-6,"No"
"AA",313,"ORD","8-Noon",155,-6,"No"
"AA",319,"ORD","8-Noon",150,8,"No"
"AA",321,"ORD","8-Noon",155,38,"Yes"
"AA",327,"ORD","Noon-4pm",155,-7,"No"
"AA",329,"ORD","Noon-4pm",150,0,"No"
"AA",333,"ORD","Noon-4pm",155,-7,"No"
"AA",335,"ORD","Noon-4pm",160,0,"No"
"AA",337,"ORD","Noon-4pm",160,17,"No"
"AA",341,"ORD","4-8pm",160,0,"No"
"AA",345,"ORD","4-8pm",160,-3,"No"
"AA",347,"ORD","4-8pm",155,33,"Yes"
"AA",363,"ORD","4-8pm",155,0,"No"
"AA",371,"ORD","8-Mid",155,13,"No"
"AA",413,"MIA","4-8am",185,0,"No"
"AA",599,"MIA","8-Noon",190,-7,"No"
"AA",611,"BNA","8-Noon",155,-7,"No"
"AA",701,"DFW","4-8am",225,-6,"No"
"AA",707,"DFW","4-8am",230,-7,"No"
"AA",709,"DFW","4-8am",235,-7,"No"
"AA",713,"DFW","8-Noon",240,-1,"No"
"AA",721,"DFW","8-Noon",245,-6,"No"
"AA",731,"DFW","8-Noon",240,25,"No"
"AA",739,"DFW","8-Noon",240,-8,"No"
"AA",743,"DFW","Noon-4pm",235,57,"Yes"
"AA",745,"DFW","Noon-4pm",240,44,"Yes"
"AA",751,"DFW","Noon-4pm",245,139,"Yes"
"AA",753,"DFW","Noon-4pm",240,0,"No"
"AA",759,"DFW","Noon-4pm",245,15,"No"
"AA",763,"DFW","4-8pm",250,0,"No"
"AA",785,"DFW","4-8pm",240,22,"No"
"AA",787,"DFW","4-8pm",240,25,"No"
"AA",791,"DFW","8-Mid",235,16,"No"
"AA",1423,"MIA","Noon-4pm",190,35,"Yes"
"AA",1551,"BNA","4-8pm",150,78,"Yes"
"AA",1559,"MIA","4-8pm",195,-4,"No"
"AA",1685,"MIA","4-8am",175,-8,"No"
"AA",1709,"MIA","8-Mid",185,44,"Yes"
"AA",1741,"BNA","Noon-4pm",150,-6,"No"
"AA",1757,"STL","8-Noon",170,30,"No"
"AA",1855,"STL","8-Noon",165,-6,"No"
"AA",2011,"MIA","4-8pm",185,8,"No"
"AA",2015,"MIA","8-Noon",190,-11,"No"
"AA",2019,"STL","8-Mid",160,48,"Yes"
"AA",2093,"MIA","Noon-4pm",190,63,"Yes"
"AA",2223,"STL","4-8pm",175,-11,"No"
"AA",2255,"MIA","4-8am",175,-8,"No"
"AA",301,"ORD","4-8am",140,0,"No"
"AA",303,"ORD","4-8am",145,-5,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,-7,"No"
"AA",313,"ORD","8-Noon",155,-6,"No"
"AA",319,"ORD","8-Noon",150,2,"No"
"AA",321,"ORD","8-Noon",155,-7,"No"
"AA",327,"ORD","Noon-4pm",155,-7,"No"
"AA",329,"ORD","Noon-4pm",150,0,"No"
"AA",333,"ORD","Noon-4pm",155,-1,"No"
"AA",335,"ORD","Noon-4pm",160,-7,"No"
"AA",337,"ORD","Noon-4pm",160,-4,"No"
"AA",341,"ORD","4-8pm",160,-6,"No"
"AA",345,"ORD","4-8pm",160,-3,"No"
"AA",347,"ORD","4-8pm",155,15,"No"
"AA",363,"ORD","4-8pm",155,0,"No"
"AA",371,"ORD","8-Mid",155,59,"Yes"
"AA",413,"MIA","4-8am",185,-1,"No"
"AA",599,"MIA","8-Noon",190,-4,"No"
"AA",611,"BNA","8-Noon",155,-7,"No"
"AA",701,"DFW","4-8am",225,-8,"No"
"AA",707,"DFW","4-8am",230,0,"No"
"AA",709,"DFW","4-8am",235,-7,"No"
"AA",713,"DFW","8-Noon",240,-7,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,0,"No"
"AA",739,"DFW","8-Noon",240,21,"No"
"AA",743,"DFW","Noon-4pm",235,0,"No"
"AA",745,"DFW","Noon-4pm",240,77,"Yes"
"AA",751,"DFW","Noon-4pm",245,20,"No"
"AA",753,"DFW","Noon-4pm",240,-3,"No"
"AA",759,"DFW","Noon-4pm",245,42,"Yes"
"AA",763,"DFW","4-8pm",250,5,"No"
"AA",785,"DFW","4-8pm",240,-6,"No"
"AA",787,"DFW","4-8pm",240,56,"Yes"
"AA",791,"DFW","8-Mid",235,40,"Yes"
"AA",1423,"MIA","Noon-4pm",190,70,"Yes"
"AA",1551,"BNA","4-8pm",150,-3,"No"
"AA",1559,"MIA","4-8pm",195,75,"Yes"
"AA",1685,"MIA","4-8am",175,-4,"No"
"AA",1709,"MIA","8-Mid",185,40,"Yes"
"AA",1741,"BNA","Noon-4pm",150,50,"Yes"
"AA",1757,"STL","8-Noon",170,24,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,64,"Yes"
"AA",2015,"MIA","8-Noon",190,-5,"No"
"AA",2019,"STL","8-Mid",160,19,"No"
"AA",2093,"MIA","Noon-4pm",190,-3,"No"
"AA",2223,"STL","4-8pm",175,-4,"No"
"AA",2255,"MIA","4-8am",175,-7,"No"
"AA",301,"ORD","4-8am",140,-6,"No"
"AA",303,"ORD","4-8am",145,-7,"No"
"AA",305,"ORD","4-8am",145,-7,"No"
"AA",309,"ORD","8-Noon",145,2,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,-4,"No"
"AA",321,"ORD","8-Noon",155,-2,"No"
"AA",327,"ORD","Noon-4pm",155,54,"Yes"
"AA",329,"ORD","Noon-4pm",150,44,"Yes"
"AA",333,"ORD","Noon-4pm",155,0,"No"
"AA",335,"ORD","Noon-4pm",160,111,"Yes"
"AA",337,"ORD","Noon-4pm",160,88,"Yes"
"AA",341,"ORD","4-8pm",160,0,"No"
"AA",345,"ORD","4-8pm",160,14,"No"
"AA",347,"ORD","4-8pm",155,129,"Yes"
"AA",363,"ORD","4-8pm",155,0,"No"
"AA",371,"ORD","8-Mid",155,0,"No"
"AA",413,"MIA","4-8am",185,-8,"No"
"AA",599,"MIA","8-Noon",190,-1,"No"
"AA",611,"BNA","8-Noon",155,-4,"No"
"AA",701,"DFW","4-8am",225,-9,"No"
"AA",707,"DFW","4-8am",230,-5,"No"
"AA",709,"DFW","4-8am",235,-3,"No"
"AA",713,"DFW","8-Noon",240,-7,"No"
"AA",721,"DFW","8-Noon",245,-3,"No"
"AA",731,"DFW","8-Noon",240,-7,"No"
"AA",739,"DFW","8-Noon",240,-6,"No"
"AA",743,"DFW","Noon-4pm",235,2,"No"
"AA",745,"DFW","Noon-4pm",240,0,"No"
"AA",751,"DFW","Noon-4pm",245,58,"Yes"
"AA",753,"DFW","Noon-4pm",240,-2,"No"
"AA",759,"DFW","Noon-4pm",245,123,"Yes"
"AA",763,"DFW","4-8pm",250,25,"No"
"AA",785,"DFW","4-8pm",240,0,"No"
"AA",787,"DFW","4-8pm",240,112,"Yes"
"AA",791,"DFW","8-Mid",235,77,"Yes"
"AA",1423,"MIA","Noon-4pm",190,0,"No"
"AA",1551,"BNA","4-8pm",150,-2,"No"
"AA",1559,"MIA","4-8pm",195,200,"Yes"
"AA",1685,"MIA","4-8am",175,-6,"No"
"AA",1709,"MIA","8-Mid",185,92,"Yes"
"AA",1741,"BNA","Noon-4pm",150,71,"Yes"
"AA",1757,"STL","8-Noon",170,39,"Yes"
"AA",1855,"STL","8-Noon",165,-6,"No"
"AA",2011,"MIA","4-8pm",185,92,"Yes"
"AA",2015,"MIA","8-Noon",190,-4,"No"
"AA",2019,"STL","8-Mid",160,83,"Yes"
"AA",2093,"MIA","Noon-4pm",190,5,"No"
"AA",2223,"STL","4-8pm",175,59,"Yes"
"AA",2255,"MIA","4-8am",175,0,"No"
"AA",301,"ORD","4-8am",140,-6,"No"
"AA",303,"ORD","4-8am",145,-3,"No"
"AA",305,"ORD","4-8am",145,0,"No"
"AA",309,"ORD","8-Noon",145,-6,"No"
"AA",313,"ORD","8-Noon",155,-7,"No"
"AA",319,"ORD","8-Noon",150,-3,"No"
"AA",321,"ORD","8-Noon",155,-5,"No"
"AA",327,"ORD","Noon-4pm",155,-3,"No"
"AA",329,"ORD","Noon-4pm",150,-10,"No"
"AA",333,"ORD","Noon-4pm",155,-8,"No"
"AA",335,"ORD","Noon-4pm",160,-6,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-4,"No"
"AA",345,"ORD","4-8pm",160,-7,"No"
"AA",347,"ORD","4-8pm",155,-4,"No"
"AA",363,"ORD","4-8pm",155,-6,"No"
"AA",371,"ORD","8-Mid",155,-12,"No"
"AA",413,"MIA","4-8am",185,-7,"No"
"AA",599,"MIA","8-Noon",190,-2,"No"
"AA",611,"BNA","8-Noon",155,-1,"No"
"AA",701,"DFW","4-8am",225,-1,"No"
"AA",707,"DFW","4-8am",230,-8,"No"
"AA",709,"DFW","4-8am",235,-3,"No"
"AA",713,"DFW","8-Noon",240,-6,"No"
"AA",721,"DFW","8-Noon",245,-5,"No"
"AA",731,"DFW","8-Noon",240,-1,"No"
"AA",739,"DFW","8-Noon",240,0,"No"
"AA",743,"DFW","Noon-4pm",235,74,"Yes"
"AA",745,"DFW","Noon-4pm",240,-4,"No"
"AA",751,"DFW","Noon-4pm",245,-4,"No"
"AA",753,"DFW","Noon-4pm",240,9,"No"
"AA",759,"DFW","Noon-4pm",245,26,"No"
"AA",763,"DFW","4-8pm",250,9,"No"
"AA",785,"DFW","4-8pm",240,6,"No"
"AA",787,"DFW","4-8pm",240,-7,"No"
"AA",791,"DFW","8-Mid",235,-5,"No"
"AA",1423,"MIA","Noon-4pm",190,7,"No"
"AA",1551,"BNA","4-8pm",150,-3,"No"
"AA",1559,"MIA","4-8pm",195,-3,"No"
"AA",1685,"MIA","4-8am",175,1,"No"
"AA",1709,"MIA","8-Mid",185,-8,"No"
"AA",1741,"BNA","Noon-4pm",150,7,"No"
"AA",1757,"STL","8-Noon",170,0,"No"
"AA",1855,"STL","8-Noon",165,-7,"No"
"AA",2011,"MIA","4-8pm",185,-6,"No"
"AA",2015,"MIA","8-Noon",190,-6,"No"
"AA",2019,"STL","8-Mid",160,-11,"No"
"AA",2093,"MIA","Noon-4pm",190,-3,"No"
"AA",2223,"STL","4-8pm",175,-5,"No"
"AA",2255,"MIA","4-8am",175,-1,"No"
"AA",301,"ORD","4-8am",140,-7,"No"
"AA",303,"ORD","4-8am",145,-8,"No"
"AA",305,"ORD","4-8am",145,-5,"No"
"AA",309,"ORD","8-Noon",145,-8,"No"
"AA",313,"ORD","8-Noon",155,-7,"No"
"AA",319,"ORD","8-Noon",150,198,"Yes"
"AA",327,"ORD","Noon-4pm",155,143,"Yes"
"AA",333,"ORD","Noon-4pm",155,46,"Yes"
"AA",335,"ORD","Noon-4pm",160,23,"No"
"AA",345,"ORD","4-8pm",160,-7,"No"
"AA",363,"ORD","4-8pm",155,-7,"No"
"AA",413,"MIA","4-8am",185,-10,"No"
"AA",599,"MIA","8-Noon",190,170,"Yes"
"AA",611,"BNA","8-Noon",155,-10,"No"
"AA",707,"DFW","4-8am",230,-3,"No"
"AA",709,"DFW","4-8am",235,0,"No"
"AA",713,"DFW","8-Noon",240,-4,"No"
"AA",721,"DFW","8-Noon",245,-5,"No"
"AA",731,"DFW","8-Noon",240,52,"Yes"
"AA",743,"DFW","Noon-4pm",235,-6,"No"
"AA",745,"DFW","Noon-4pm",240,-9,"No"
"AA",751,"DFW","Noon-4pm",245,5,"No"
"AA",759,"DFW","Noon-4pm",245,40,"Yes"
"AA",763,"DFW","4-8pm",250,-1,"No"
"AA",785,"DFW","4-8pm",240,-5,"No"
"AA",787,"DFW","4-8pm",240,-13,"No"
"AA",1423,"MIA","Noon-4pm",190,43,"Yes"
"AA",1559,"MIA","4-8pm",195,-2,"No"
"AA",1685,"MIA","4-8am",175,2,"No"
"AA",1709,"MIA","8-Mid",185,-13,"No"
"AA",1741,"BNA","Noon-4pm",150,13,"No"
"AA",1757,"STL","8-Noon",170,-2,"No"
"AA",2011,"MIA","4-8pm",185,-9,"No"
"AA",2015,"MIA","8-Noon",190,-5,"No"
"AA",2093,"MIA","Noon-4pm",190,1,"No"
"AA",2223,"STL","4-8pm",175,-9,"No"
"AA",2255,"MIA","4-8am",175,5,"No"
"AA",301,"ORD","4-8am",140,-2,"No"
"AA",305,"ORD","4-8am",145,5,"No"
"AA",309,"ORD","8-Noon",145,-2,"No"
"AA",313,"ORD","8-Noon",155,-3,"No"
"AA",319,"ORD","8-Noon",150,0,"No"
"AA",321,"ORD","8-Noon",155,-4,"No"
"AA",327,"ORD","Noon-4pm",155,-5,"No"
"AA",329,"ORD","Noon-4pm",150,0,"No"
"AA",333,"ORD","Noon-4pm",155,-3,"No"
"AA",335,"ORD","Noon-4pm",160,-4,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-7,"No"
"AA",345,"ORD","4-8pm",160,-4,"No"
"AA",347,"ORD","4-8pm",155,-4,"No"
"AA",363,"ORD","4-8pm",155,-8,"No"
"AA",371,"ORD","8-Mid",155,5,"No"
"AA",413,"MIA","4-8am",185,-4,"No"
"AA",599,"MIA","8-Noon",190,-6,"No"
"AA",611,"BNA","8-Noon",155,-2,"No"
"AA",707,"DFW","4-8am",230,2,"No"
"AA",709,"DFW","4-8am",235,0,"No"
"AA",713,"DFW","8-Noon",240,-5,"No"
"AA",721,"DFW","8-Noon",245,11,"No"
"AA",731,"DFW","8-Noon",240,-5,"No"
"AA",743,"DFW","Noon-4pm",235,-5,"No"
"AA",745,"DFW","Noon-4pm",240,-7,"No"
"AA",751,"DFW","Noon-4pm",245,-6,"No"
"AA",753,"DFW","Noon-4pm",240,-7,"No"
"AA",759,"DFW","Noon-4pm",245,-9,"No"
"AA",763,"DFW","4-8pm",250,-2,"No"
"AA",785,"DFW","4-8pm",240,-9,"No"
"AA",787,"DFW","4-8pm",240,-12,"No"
"AA",1423,"MIA","Noon-4pm",190,36,"Yes"
"AA",1551,"BNA","4-8pm",150,-5,"No"
"AA",1559,"MIA","4-8pm",195,41,"Yes"
"AA",1685,"MIA","4-8am",175,4,"No"
"AA",1709,"MIA","8-Mid",185,9,"No"
"AA",1741,"BNA","Noon-4pm",150,-6,"No"
"AA",1757,"STL","8-Noon",170,-8,"No"
"AA",1855,"STL","8-Noon",165,-6,"No"
"AA",2011,"MIA","4-8pm",185,-4,"No"
"AA",2015,"MIA","8-Noon",190,-2,"No"
"AA",2019,"STL","8-Mid",160,-16,"No"
"AA",2093,"MIA","Noon-4pm",190,-8,"No"
"AA",2223,"STL","4-8pm",175,12,"No"
"AA",2255,"MIA","4-8am",175,102,"Yes"
"AA",301,"ORD","4-8am",140,-5,"No"
"AA",303,"ORD","4-8am",145,-4,"No"
"AA",305,"ORD","4-8am",145,1,"No"
"AA",309,"ORD","8-Noon",145,0,"No"
"AA",313,"ORD","8-Noon",155,30,"No"
"AA",319,"ORD","8-Noon",150,-2,"No"
"AA",321,"ORD","8-Noon",155,-3,"No"
"AA",327,"ORD","Noon-4pm",155,-8,"No"
"AA",329,"ORD","Noon-4pm",150,-6,"No"
"AA",333,"ORD","Noon-4pm",155,-6,"No"
"AA",335,"ORD","Noon-4pm",160,-4,"No"
"AA",337,"ORD","Noon-4pm",160,-5,"No"
"AA",341,"ORD","4-8pm",160,-7,"No"
"AA",345,"ORD","4-8pm",160,-7,"No"
"AA",347,"ORD","4-8pm",155,75,"Yes"
"AA",363,"ORD","4-8pm",155,0,"No"
"AA",371,"ORD","8-Mid",155,-4,"No"
"AA",413,"MIA","4-8am",185,-3,"No"
"AA",599,"MIA","8-Noon",190,57,"Yes"
"AA",611,"BNA","8-Noon",155,18,"No"
"AA",701,"DFW","4-8am",225,-2,"No"
"AA",707,"DFW","4-8am",230,-2,"No"
"AA",709,"DFW","4-8am",235,-3,"No"
"AA",713,"DFW","8-Noon",240,-2,"No"
"AA",721,"DFW","8-Noon",245,-6,"No"
"AA",731,"DFW","8-Noon",240,-4,"No"
"AA",739,"DFW","8-Noon",240,28,"No"
"AA",743,"DFW","Noon-4pm",235,-5,"No"
"AA",745,"DFW","Noon-4pm",240,-3,"No"
"AA",751,"DFW","Noon-4pm",245,-5,"No"
"AA",753,"DFW","Noon-4pm",240,-4,"No"
"AA",759,"DFW","Noon-4pm",245,-7,"No"
"AA",763,"DFW","4-8pm",250,-2,"No"
"AA",785,"DFW","4-8pm",240,40,"Yes"
"AA",787,"DFW","4-8pm",240,-3,"No"
"AA",791,"DFW","8-Mid",235,-12,"No"
"AA",1423,"MIA","Noon-4pm",190,9,"No"
"AA",1551,"BNA","4-8pm",150,-15,"No"
"AA",1559,"MIA","4-8pm",195,-1,"No"
"AA",1685,"MIA","4-8am",175,-7,"No"
"AA",1709,"MIA","8-Mid",185,22,"No"
"AA",1741,"BNA","Noon-4pm",150,-12,"No"
"AA",1757,"STL","8-Noon",170,-7,"No"
"AA",1855,"STL","8-Noon",165,-2,"No"
"AA",2011,"MIA","4-8pm",185,126,"Yes"
"AA",2015,"MIA","8-Noon",190,39,"Yes"
