"age","height","income"
28,59,-1
30,66,-1
30,64,-1
22,68,-1
26,70,-1
58,63,-1
26,70,40000
28,63,-1
33,71,-1
32,72,-1
29,66,-1
33,70,-1
33,63,-1
42,73,-1
26,71,-1
36,66,-1
29,68,-1
22,72,-1
26,70,-1
30,76,80000
39,72,-1
38,67,-1
30,64,-1
27,70,30000
41,64,-1
25,67,-1
38,63,-1
37,60,-1
26,66,30000
30,62,-1
33,74,-1
48,70,-1
30,70,-1
34,73,-1
27,70,20000
26,68,-1
41,70,80000
21,68,50000
24,70,1e+05
33,63,-1
54,65,-1
22,67,-1
47,65,70000
53,60,-1
43,70,-1
39,74,1e+05
25,70,60000
34,68,-1
32,64,-1
35,67,-1
40,75,-1
21,63,-1
26,67,-1
33,72,-1
28,67,-1
27,66,-1
29,68,-1
31,68,-1
30,66,-1
25,70,-1
28,70,150000
43,65,-1
34,63,-1
24,65,-1
38,66,-1
48,63,-1
54,65,1e+06
51,65,-1
37,69,-1
23,66,-1
34,73,40000
23,71,-1
21,73,-1
41,68,250000
35,68,-1
28,75,-1
20,71,-1
46,70,-1
25,75,-1
42,69,-1
27,62,-1
45,62,-1
41,65,-1
44,70,-1
32,67,-1
27,68,-1
26,70,-1
31,71,-1
27,74,-1
30,70,-1
42,69,-1
29,70,-1
20,69,-1
24,68,-1
28,69,-1
56,71,-1
48,67,-1
27,65,-1
25,71,-1
51,68,-1
37,74,-1
27,67,-1
23,75,-1
50,71,-1
23,76,-1
35,65,-1
45,71,-1
32,65,60000
27,68,1e+05
32,70,1e+05
27,74,30000
37,69,-1
63,73,-1
26,70,-1
26,70,-1
32,67,-1
26,66,80000
34,62,20000
27,67,-1
38,72,-1
46,69,-1
26,66,-1
25,69,-1
23,72,20000
48,69,-1
25,71,1e+05
24,70,-1
34,74,-1
41,68,-1
26,73,-1
23,62,-1
21,72,-1
26,73,20000
25,68,20000
28,66,-1
31,65,-1
52,67,-1
22,70,-1
27,70,-1
33,55,20000
27,72,20000
26,70,-1
37,68,40000
24,67,-1
22,73,60000
49,69,-1
23,71,-1
22,70,-1
24,71,-1
36,68,-1
32,64,-1
30,65,-1
27,65,-1
63,65,-1
33,63,-1
29,66,-1
52,66,-1
31,74,1e+05
34,71,-1
32,68,-1
23,66,20000
26,72,-1
29,69,-1
31,68,70000
41,72,50000
28,65,-1
28,70,30000
31,65,-1
36,70,1e+05
48,63,-1
56,72,80000
22,71,-1
42,68,-1
43,66,-1
26,70,-1
41,67,-1
30,76,-1
40,73,-1
47,73,-1
26,72,40000
32,66,-1
25,70,-1
35,72,-1
23,74,-1
34,66,-1
48,70,60000
38,73,-1
42,69,-1
26,69,30000
38,60,-1
27,72,20000
31,70,-1
25,74,-1
27,73,20000
28,67,-1
20,73,-1
57,70,-1
39,72,-1
38,71,60000
39,69,-1
47,62,-1
26,67,20000
20,62,-1
25,69,-1
26,69,-1
60,61,-1
38,70,-1
22,68,-1
57,60,-1
23,66,-1
40,69,-1
29,70,-1
37,71,-1
26,62,-1
37,67,20000
33,73,-1
29,69,-1
24,71,50000
32,66,40000
34,71,60000
26,64,-1
49,70,-1
26,76,-1
47,67,-1
41,60,-1
23,70,-1
56,67,1e+05
39,72,50000
32,70,-1
54,62,-1
32,70,-1
18,72,-1
24,73,-1
27,65,-1
26,69,-1
29,67,40000
27,67,40000
28,69,-1
39,68,-1
29,68,-1
27,71,-1
45,67,-1
22,72,-1
28,72,80000
23,67,-1
47,64,-1
33,64,1e+05
49,64,-1
28,68,-1
32,62,-1
30,69,-1
44,70,-1
31,72,-1
26,72,-1
37,69,-1
36,60,150000
36,67,50000
42,70,-1
30,72,70000
59,65,1e+05
26,71,1e+05
30,68,-1
32,66,-1
34,72,-1
30,69,20000
32,71,-1
24,69,-1
37,73,50000
19,74,-1
27,64,-1
38,73,-1
23,72,-1
30,75,-1
36,74,-1
30,71,30000
37,73,80000
26,71,-1
31,68,-1
34,68,-1
34,73,-1
35,64,70000
32,66,-1
26,70,-1
42,65,-1
25,71,20000
61,67,-1
26,67,-1
24,73,-1
41,67,-1
30,75,-1
30,68,60000
23,69,20000
27,63,-1
26,74,-1
37,72,-1
38,66,20000
28,67,-1
24,67,-1
44,70,40000
57,74,150000
27,66,-1
27,70,-1
25,73,-1
40,75,-1
25,60,-1
32,70,-1
41,67,-1
34,66,60000
52,67,-1
42,72,-1
27,72,-1
49,66,-1
27,72,-1
30,72,-1
30,67,-1
32,67,-1
45,73,-1
49,70,-1
26,71,50000
26,71,-1
30,68,-1
34,75,-1
43,71,40000
29,69,-1
32,70,-1
40,64,-1
40,71,-1
31,64,-1
28,63,-1
25,70,-1
28,67,-1
25,75,-1
26,75,40000
25,65,-1
44,73,-1
42,72,-1
43,62,-1
25,72,-1
45,69,-1
20,69,-1
36,67,80000
25,70,-1
26,61,20000
34,68,-1
45,68,-1
37,70,-1
31,72,-1
30,65,-1
32,64,-1
45,77,-1
28,68,-1
33,71,-1
26,72,-1
38,60,-1
33,75,-1
26,66,-1
23,71,-1
25,64,-1
23,67,20000
32,71,-1
26,71,-1
40,74,-1
61,72,80000
36,68,-1
34,68,150000
27,70,-1
28,68,-1
39,62,-1
28,75,150000
38,71,80000
38,69,-1
26,67,-1
28,70,-1
32,65,-1
32,72,-1
30,68,-1
54,72,-1
23,67,-1
29,73,-1
23,68,-1
63,69,1e+05
28,79,-1
26,68,-1
35,75,-1
23,69,-1
34,67,150000
28,73,-1
37,73,1e+05
65,66,-1
38,71,-1
36,65,-1
24,64,-1
35,67,150000
24,71,-1
44,63,-1
34,68,-1
34,70,-1
30,71,-1
34,68,-1
28,71,80000
28,66,-1
32,68,-1
29,66,-1
29,64,-1
41,66,-1
33,64,-1
33,63,-1
32,65,-1
36,63,-1
28,68,-1
26,66,-1
28,73,-1
24,72,-1
24,74,-1
23,71,-1
18,65,-1
36,73,-1
30,67,-1
24,69,-1
27,71,-1
28,65,-1
25,63,-1
29,64,-1
27,68,-1
37,69,-1
46,70,-1
47,70,-1
52,67,-1
30,66,-1
37,62,-1
30,72,-1
46,71,-1
30,72,-1
26,73,40000
23,71,-1
31,71,-1
29,70,-1
28,74,-1
25,71,20000
50,72,-1
37,63,-1
30,71,-1
26,67,-1
36,68,1e+05
24,68,-1
24,72,-1
24,69,-1
32,72,1e+05
24,67,-1
58,67,-1
43,68,-1
29,74,1e+05
28,77,-1
25,68,-1
21,76,-1
23,72,-1
23,70,-1
30,67,-1
24,70,-1
31,71,-1
28,65,-1
38,71,-1
28,70,-1
31,68,-1
27,70,-1
32,66,-1
27,68,20000
30,71,1e+05
32,72,-1
34,66,-1
23,70,-1
27,67,-1
27,70,-1
29,70,-1
33,68,-1
25,76,-1
24,75,-1
24,70,-1
22,69,-1
27,63,20000
27,64,-1
23,63,-1
30,63,-1
30,66,150000
43,74,-1
24,67,-1
20,71,-1
24,70,-1
31,69,-1
24,67,-1
25,68,30000
40,61,-1
30,71,-1
22,69,-1
28,73,-1
42,64,-1
39,65,-1
37,71,-1
24,77,-1
25,70,30000
49,68,-1
42,67,-1
33,64,-1
37,63,-1
32,65,-1
23,68,-1
42,69,-1
40,68,1e+06
45,72,-1
34,67,-1
24,74,-1
29,72,-1
55,72,-1
34,71,-1
22,72,60000
24,67,-1
35,71,-1
26,66,-1
27,70,-1
23,66,-1
33,71,-1
26,68,-1
29,71,-1
29,65,-1
29,72,30000
29,70,-1
24,74,40000
28,72,-1
24,67,-1
31,71,1e+05
37,70,-1
41,71,60000
38,75,1e+05
26,69,-1
47,68,-1
65,62,60000
30,69,-1
61,68,-1
49,71,-1
26,64,-1
26,72,-1
34,66,-1
29,62,-1
36,73,-1
21,71,20000
24,64,-1
32,64,-1
29,68,-1
32,68,-1
24,67,-1
31,64,-1
34,63,-1
45,72,1e+05
33,73,-1
32,70,-1
46,73,-1
40,69,-1
34,69,-1
41,71,-1
28,67,-1
32,69,-1
28,69,-1
34,72,-1
22,70,-1
24,67,-1
30,72,1e+05
29,69,-1
28,73,-1
26,74,-1
36,64,-1
37,62,-1
38,68,70000
32,69,-1
37,68,-1
24,69,20000
27,70,-1
22,64,-1
29,72,-1
51,68,-1
26,69,-1
51,67,-1
28,66,-1
27,66,-1
20,65,-1
32,73,-1
64,65,-1
41,75,50000
44,67,-1
20,69,1e+06
63,63,-1
30,72,-1
36,75,-1
36,68,-1
30,74,-1
34,72,1e+06
55,66,-1
33,69,-1
26,69,20000
26,74,20000
33,72,1e+06
24,69,-1
28,65,-1
42,72,-1
52,67,-1
25,70,-1
31,72,-1
31,66,40000
21,66,-1
37,65,-1
24,62,-1
27,71,-1
29,70,-1
28,69,-1
48,63,1e+05
25,66,-1
45,66,-1
25,72,-1
32,68,-1
34,73,1e+05
26,71,-1
28,69,-1
34,65,20000
34,64,-1
26,65,50000
42,69,-1
22,68,20000
25,71,-1
33,67,20000
35,71,-1
26,65,50000
29,69,-1
20,73,-1
30,73,20000
29,72,-1
29,69,-1
30,72,-1
26,70,-1
35,71,-1
24,63,-1
55,70,-1
21,63,-1
27,72,30000
18,62,-1
50,61,-1
26,69,-1
30,73,-1
45,72,-1
31,74,30000
23,64,-1
33,66,-1
29,60,-1
53,69,-1
37,74,-1
24,66,-1
44,72,50000
27,72,-1
29,63,-1
21,72,-1
38,71,-1
58,67,-1
22,71,20000
36,65,-1
36,66,50000
32,62,70000
30,66,-1
27,65,-1
19,64,-1
34,68,-1
22,65,-1
40,72,-1
30,70,-1
34,68,-1
40,64,-1
25,70,-1
28,67,-1
27,63,-1
27,68,-1
45,70,-1
23,71,-1
48,73,-1
31,73,-1
26,68,-1
25,66,-1
26,69,-1
28,64,20000
29,64,-1
36,70,250000
30,68,-1
25,70,20000
26,68,-1
29,68,-1
25,68,-1
38,70,-1
30,65,-1
61,64,-1
29,71,-1
29,74,-1
38,68,70000
32,64,-1
31,68,-1
36,65,-1
38,69,150000
36,71,-1
44,63,-1
27,73,-1
48,75,150000
38,75,-1
49,73,80000
29,72,-1
40,74,-1
32,69,-1
40,64,-1
29,68,70000
27,70,-1
31,72,-1
25,63,-1
22,67,-1
37,64,-1
29,64,-1
25,71,-1
30,67,-1
28,68,-1
40,67,80000
56,68,-1
23,64,-1
30,63,-1
31,67,-1
34,66,40000
33,73,-1
32,71,-1
63,66,-1
39,64,-1
32,66,-1
24,67,-1
35,69,-1
25,63,-1
32,65,-1
25,73,-1
27,70,-1
30,63,80000
31,70,70000
28,70,-1
44,64,-1
24,68,-1
22,70,-1
25,75,-1
45,67,-1
29,68,30000
31,71,-1
36,65,-1
28,64,-1
30,72,-1
47,65,-1
51,63,-1
25,71,-1
29,69,-1
32,71,1e+06
21,70,20000
24,71,20000
37,74,1e+05
40,74,-1
27,71,50000
25,68,-1
39,64,-1
28,70,-1
30,75,-1
18,70,20000
35,69,-1
37,62,-1
35,67,-1
43,71,-1
25,68,-1
22,65,20000
28,72,-1
25,63,-1
25,68,-1
25,66,-1
23,67,-1
32,67,-1
24,66,-1
28,69,-1
23,71,-1
25,65,-1
26,67,-1
29,68,-1
28,61,-1
23,72,20000
25,68,-1
29,66,-1
57,71,-1
36,71,-1
34,68,-1
35,67,40000
22,65,-1
18,66,-1
24,69,-1
24,69,-1
25,67,60000
24,70,-1
56,70,-1
37,61,-1
30,71,-1
21,74,-1
33,73,-1
29,63,-1
32,65,1e+05
43,67,-1
43,63,-1
27,95,-1
21,67,-1
57,70,150000
32,72,-1
22,68,-1
32,76,-1
32,66,30000
57,66,-1
54,71,-1
34,60,-1
36,66,-1
44,74,60000
20,66,-1
24,70,-1
36,67,1e+05
38,68,-1
26,64,-1
29,64,-1
31,65,-1
32,62,-1
31,64,-1
25,65,-1
22,78,-1
33,69,-1
27,69,-1
21,62,-1
33,66,50000
58,72,-1
37,76,-1
21,71,-1
27,65,-1
41,71,-1
24,66,-1
28,65,-1
23,66,-1
47,63,-1
39,68,-1
34,77,-1
30,69,20000
32,68,80000
25,73,-1
21,67,-1
26,71,-1
31,69,-1
36,62,-1
52,70,-1
35,70,-1
48,73,60000
24,68,-1
63,71,-1
24,66,-1
29,73,-1
31,72,-1
30,70,-1
34,69,-1
30,69,-1
20,70,-1
29,66,-1
26,63,40000
33,68,-1
29,70,-1
53,73,-1
26,72,20000
36,66,-1
28,72,-1
20,64,-1
29,69,-1
45,67,-1
25,66,-1
60,56,-1
35,70,-1
39,66,-1
48,64,-1
53,61,-1
35,64,-1
41,64,-1
32,73,-1
43,67,40000
27,70,-1
25,63,-1
29,74,-1
22,73,-1
29,72,-1
47,63,-1
38,68,-1
23,67,-1
23,66,-1
23,70,-1
19,74,-1
37,61,-1
28,71,-1
32,64,20000
28,75,70000
25,70,-1
51,71,-1
26,65,-1
36,71,-1
24,69,-1
28,71,-1
37,70,60000
25,69,-1
53,67,20000
23,67,-1
28,62,-1
26,66,-1
32,70,60000
25,67,20000
29,69,-1
67,66,-1
27,64,1e+05
28,64,-1
36,64,-1
33,71,-1
24,74,-1
25,68,-1
26,63,-1
54,72,-1
27,68,-1
28,73,-1
37,76,-1
26,60,-1
32,70,1e+05
33,77,1e+05
26,67,-1
28,66,-1
24,66,-1
56,66,-1
30,64,-1
33,57,-1
47,68,-1
39,72,-1
25,76,-1
22,68,-1
27,61,-1
61,69,-1
27,66,-1
38,72,-1
35,65,150000
28,67,-1
25,66,20000
42,66,-1
42,66,-1
36,69,-1
40,68,-1
24,67,-1
25,66,1e+05
27,66,-1
35,70,-1
48,67,-1
22,68,20000
25,63,-1
31,74,-1
23,60,-1
29,72,-1
29,71,70000
37,74,-1
26,61,-1
23,67,-1
50,69,50000
44,59,-1
29,67,-1
26,67,-1
24,73,-1
40,69,1e+06
36,61,-1
31,68,-1
26,70,1e+05
27,70,-1
25,69,-1
31,71,-1
32,73,80000
28,71,40000
39,71,-1
27,69,-1
22,75,-1
32,75,-1
27,69,-1
30,70,-1
23,74,-1
30,66,-1
30,74,-1
56,70,20000
27,66,20000
34,60,-1
43,68,-1
26,69,20000
30,65,-1
30,64,-1
30,65,-1
33,73,-1
39,71,-1
31,76,-1
27,68,-1
57,74,-1
33,63,-1
23,66,-1
36,62,-1
30,67,-1
22,72,20000
29,68,-1
31,70,-1
22,65,20000
27,68,-1
25,72,-1
25,73,-1
35,70,-1
27,68,80000
25,69,-1
29,62,-1
27,69,-1
22,68,-1
24,71,-1
35,66,-1
48,70,-1
33,69,60000
30,64,-1
63,66,-1
22,68,20000
24,71,-1
39,68,-1
39,71,-1
37,70,-1
24,77,-1
38,72,-1
33,66,-1
35,72,-1
34,69,-1
28,63,-1
26,67,-1
20,68,20000
25,65,-1
28,72,-1
26,67,-1
23,74,-1
39,75,-1
22,69,60000
30,71,-1
51,71,-1
27,67,-1
28,66,-1
27,64,-1
57,65,-1
31,68,-1
40,64,-1
37,67,1e+06
27,68,-1
24,72,-1
24,60,-1
33,73,-1
25,67,30000
32,68,-1
34,72,-1
27,66,-1
24,62,-1
35,76,-1
49,73,-1
27,74,-1
27,65,-1
23,68,-1
39,70,-1
34,67,-1
25,73,-1
27,67,-1
34,68,1e+05
30,68,60000
27,68,-1
34,74,-1
28,68,70000
30,67,-1
31,67,-1
30,64,-1
37,70,-1
24,70,-1
23,69,-1
44,70,-1
26,70,-1
32,66,-1
28,71,-1
35,64,80000
22,69,-1
46,70,-1
45,62,40000
18,69,-1
46,70,1e+06
41,70,80000
52,69,-1
26,70,1e+05
32,68,1e+05
24,76,-1
33,67,80000
24,68,20000
46,71,1e+05
26,63,-1
24,68,-1
28,71,-1
28,70,-1
23,73,-1
46,69,-1
39,77,-1
30,72,-1
25,74,50000
24,70,-1
21,68,-1
32,62,-1
24,71,-1
30,70,80000
28,67,-1
40,64,-1
34,72,-1
55,70,-1
28,65,-1
43,69,30000
52,73,-1
32,67,-1
56,67,-1
41,68,-1
50,69,-1
51,70,80000
30,68,-1
26,73,-1
28,73,60000
30,74,-1
25,62,-1
27,68,-1
26,64,-1
47,64,-1
24,67,-1
51,70,-1
28,72,1e+05
27,70,1e+06
28,66,30000
58,60,1e+05
25,64,-1
22,69,-1
24,71,-1
22,73,-1
42,72,-1
46,70,-1
47,61,-1
58,69,1e+05
33,64,-1
42,72,-1
39,65,1e+05
44,66,1e+05
21,67,-1
36,66,-1
39,70,40000
54,66,-1
38,72,-1
31,68,-1
24,66,-1
28,67,-1
22,69,-1
40,65,30000
37,66,-1
26,74,80000
22,68,-1
30,73,-1
33,64,-1
21,68,-1
28,70,-1
33,71,-1
33,75,-1
33,73,80000
35,71,20000
31,68,-1
48,72,-1
40,64,-1
30,70,-1
48,67,-1
26,62,-1
35,71,-1
48,70,1e+05
28,70,80000
38,69,-1
43,72,-1
38,64,-1
31,61,30000
51,69,-1
31,67,-1
23,72,-1
41,63,-1
28,71,-1
32,63,-1
44,70,-1
26,72,-1
40,68,-1
32,69,-1
49,70,-1
31,71,-1
61,71,80000
30,71,40000
36,71,50000
49,66,-1
23,68,-1
23,67,-1
28,62,-1
35,75,-1
29,62,-1
54,74,-1
24,73,20000
23,73,20000
33,68,-1
26,57,-1
56,71,-1
32,65,-1
35,68,-1
29,69,-1
32,70,-1
26,74,20000
22,73,-1
35,71,80000
41,68,-1
41,69,-1
23,68,-1
41,70,-1
25,71,1e+05
30,67,-1
35,71,-1
23,66,-1
31,67,-1
24,71,150000
24,72,-1
26,74,-1
26,67,-1
46,71,-1
26,68,-1
25,67,250000
26,70,-1
34,72,-1
41,69,-1
27,71,-1
39,69,1e+05
30,70,-1
26,71,60000
59,73,-1
24,72,-1
23,60,-1
22,71,-1
53,72,-1
30,71,80000
36,73,-1
24,73,-1
65,63,1e+05
30,68,30000
29,68,-1
51,65,-1
38,72,-1
44,64,-1
41,71,-1
47,72,-1
31,70,-1
30,66,-1
32,74,1e+05
42,73,-1
32,71,-1
26,72,30000
29,78,20000
21,68,-1
30,70,-1
28,62,-1
32,72,-1
25,68,-1
27,75,70000
28,68,-1
32,71,-1
27,70,-1
39,73,-1
33,62,-1
34,69,-1
22,67,-1
25,71,-1
25,64,-1
26,69,-1
37,68,30000
35,73,-1
22,71,-1
49,69,-1
40,66,-1
37,66,-1
51,68,50000
42,65,-1
24,70,20000
28,73,30000
32,66,-1
56,71,-1
30,67,-1
29,73,-1
26,73,-1
26,62,-1
23,64,-1
42,71,-1
25,63,-1
37,67,-1
35,68,-1
51,66,-1
44,69,-1
35,76,-1
47,63,-1
39,69,-1
24,70,-1
23,69,30000
21,70,-1
24,66,-1
26,63,-1
60,72,-1
30,68,-1
26,75,60000
27,67,70000
39,68,-1
27,69,1e+05
33,67,-1
35,72,-1
22,56,-1
24,65,-1
61,69,150000
33,70,70000
27,68,60000
35,66,1e+05
27,67,-1
24,70,40000
58,63,-1
32,76,-1
31,70,-1
30,71,20000
22,70,20000
26,60,-1
23,70,80000
26,71,-1
25,71,-1
26,64,20000
25,65,20000
22,64,-1
36,73,80000
33,71,1e+06
24,78,-1
33,73,-1
30,68,-1
28,67,-1
33,71,-1
24,70,-1
24,74,-1
42,62,-1
25,74,-1
48,70,150000
40,64,30000
30,74,-1
54,70,-1
29,64,-1
27,69,20000
24,71,-1
52,68,-1
21,74,-1
20,72,20000
27,69,80000
18,82,20000
25,72,-1
40,69,-1
41,73,1e+05
26,72,-1
30,67,20000
29,69,-1
31,70,-1
24,70,-1
28,70,-1
37,68,-1
26,72,-1
41,75,-1
34,71,-1
33,69,20000
27,69,-1
29,75,-1
27,70,-1
57,68,-1
21,70,-1
27,70,30000
28,74,70000
26,72,-1
23,69,-1
28,73,-1
35,66,-1
37,69,-1
33,73,50000
24,64,20000
37,66,-1
29,71,20000
32,73,150000
35,62,-1
28,66,-1
27,67,1e+06
25,70,-1
30,66,-1
26,66,-1
26,72,-1
25,69,-1
34,73,-1
26,66,-1
29,64,-1
36,72,-1
39,62,-1
69,66,-1
27,70,-1
22,68,-1
32,67,-1
36,63,-1
27,67,-1
27,66,-1
24,75,-1
24,70,-1
26,64,-1
26,71,-1
36,71,-1
30,66,-1
22,66,-1
58,73,-1
27,65,-1
44,72,-1
53,71,-1
31,71,60000
49,66,-1
41,68,-1
29,66,-1
30,74,-1
42,71,50000
36,64,-1
25,66,20000
32,63,-1
24,62,-1
25,70,-1
24,68,-1
37,63,-1
27,66,-1
31,69,20000
29,66,-1
35,36,150000
37,60,-1
25,70,-1
25,68,80000
35,65,20000
30,63,1e+06
36,67,-1
32,68,-1
55,65,-1
34,66,-1
39,75,1e+06
29,60,20000
35,67,-1
26,69,-1
26,70,-1
64,69,-1
35,67,-1
46,66,1e+05
31,59,40000
34,64,-1
23,69,-1
28,67,-1
39,71,-1
28,62,-1
34,72,-1
22,64,-1
33,65,-1
56,70,-1
27,77,-1
43,70,1e+05
29,67,-1
25,72,-1
42,70,-1
38,69,1e+06
48,68,-1
43,73,-1
26,67,-1
32,65,30000
40,65,-1
32,72,-1
27,78,-1
56,69,150000
31,72,-1
29,69,-1
21,66,-1
26,71,-1
19,72,-1
27,63,-1
36,69,-1
20,69,-1
37,72,60000
26,65,-1
34,67,-1
29,75,-1
33,67,1e+05
29,63,-1
49,68,-1
32,69,-1
30,69,-1
29,76,-1
27,65,30000
30,72,60000
31,67,30000
36,65,20000
30,61,-1
33,63,-1
23,72,20000
27,75,-1
29,67,-1
29,69,-1
23,71,20000
26,67,20000
40,71,250000
27,73,-1
25,64,20000
27,71,-1
22,65,-1
27,74,-1
34,64,-1
47,72,80000
23,70,20000
24,74,20000
27,70,30000
34,74,-1
27,70,-1
32,71,-1
44,74,-1
24,75,-1
22,67,-1
23,66,20000
28,68,-1
30,70,-1
29,67,-1
30,66,-1
28,64,-1
26,68,-1
31,68,-1
24,64,-1
20,74,20000
31,70,-1
45,74,-1
28,68,-1
35,72,-1
39,68,-1
32,71,-1
26,66,-1
30,67,-1
34,70,-1
28,70,-1
30,65,-1
56,68,-1
34,71,-1
23,71,-1
47,64,-1
39,72,-1
27,73,60000
38,64,1e+05
43,71,60000
29,77,40000
21,70,20000
29,75,-1
26,71,-1
26,68,-1
24,70,-1
27,70,-1
28,65,-1
26,71,-1
24,74,-1
34,65,-1
39,68,-1
40,75,-1
44,67,-1
42,63,40000
53,65,-1
36,69,-1
39,70,-1
29,65,-1
22,63,-1
31,72,40000
34,71,20000
28,67,-1
23,72,-1
22,69,-1
20,73,20000
26,72,-1
25,70,30000
37,63,-1
38,68,70000
54,72,-1
27,66,-1
64,69,-1
50,72,1e+05
40,68,1e+05
23,71,20000
19,67,-1
34,72,-1
35,64,-1
27,73,-1
46,67,-1
24,72,-1
43,71,-1
26,69,-1
25,62,-1
31,74,-1
19,64,-1
24,66,-1
36,65,-1
29,73,-1
30,69,60000
27,66,-1
43,73,1e+05
38,69,-1
20,72,-1
20,72,1e+05
32,69,-1
28,65,-1
54,69,-1
39,70,-1
57,72,-1
23,68,1e+06
23,74,-1
34,64,-1
29,62,-1
23,71,-1
27,70,-1
31,68,-1
30,70,80000
31,70,-1
36,65,-1
38,65,-1
65,67,70000
29,63,-1
19,63,-1
24,71,-1
23,60,-1
30,71,-1
35,73,-1
33,69,-1
39,63,-1
31,71,-1
42,73,-1
34,74,-1
38,64,-1
32,70,-1
23,69,-1
29,71,-1
32,67,-1
43,72,-1
32,73,-1
27,68,-1
29,63,-1
22,64,-1
28,68,20000
26,63,-1
38,65,-1
43,74,150000
26,74,-1
34,69,-1
36,60,-1
30,73,60000
28,71,80000
35,71,-1
25,66,-1
28,71,-1
26,73,20000
25,62,1e+05
32,74,-1
27,75,-1
27,67,-1
25,67,-1
30,66,70000
27,73,-1
28,66,-1
48,74,-1
32,71,-1
33,70,-1
26,73,30000
24,62,20000
57,69,80000
22,66,-1
28,71,-1
25,70,-1
49,74,-1
26,71,-1
31,71,-1
31,68,-1
31,75,-1
31,64,-1
30,72,-1
39,3,-1
38,67,-1
29,70,-1
35,69,1e+06
28,65,-1
26,72,80000
29,68,-1
33,66,-1
27,67,-1
24,67,-1
65,70,-1
35,70,50000
42,63,-1
39,74,-1
33,62,-1
25,73,-1
43,68,-1
29,63,-1
46,69,-1
34,73,-1
27,64,20000
32,67,-1
28,70,-1
27,64,-1
48,66,-1
33,68,250000
31,69,1e+05
48,68,-1
47,75,20000
56,71,-1
36,71,-1
28,68,-1
30,62,-1
24,71,1e+05
28,70,-1
27,62,-1
28,66,-1
30,68,-1
31,62,-1
20,72,1e+06
59,68,60000
32,62,-1
23,62,-1
22,74,30000
29,68,60000
19,66,-1
47,75,40000
30,73,-1
28,71,60000
25,64,-1
25,74,-1
26,71,-1
35,68,30000
23,67,-1
24,70,-1
19,69,20000
57,71,20000
23,75,-1
32,68,-1
25,63,-1
32,70,-1
26,69,-1
32,72,-1
31,68,1e+05
44,71,-1
36,72,80000
22,69,-1
35,71,-1
26,64,-1
34,69,-1
31,72,-1
30,72,-1
35,68,-1
28,71,-1
35,68,-1
22,66,20000
50,67,70000
42,60,-1
39,66,-1
30,63,40000
29,72,-1
25,70,-1
33,70,-1
34,71,-1
28,67,-1
27,68,-1
19,74,-1
32,72,-1
21,67,-1
32,71,-1
31,65,-1
34,69,-1
39,63,-1
38,68,-1
32,67,1e+05
30,70,-1
28,71,-1
54,66,-1
25,75,-1
39,66,-1
29,68,-1
43,76,-1
21,66,20000
44,69,-1
39,73,-1
37,74,-1
64,70,1e+05
34,72,-1
27,72,30000
23,72,-1
24,76,-1
25,71,-1
30,68,-1
36,73,80000
46,66,-1
37,69,-1
27,76,20000
62,68,1e+05
25,61,-1
46,65,-1
26,72,-1
32,69,-1
29,73,-1
22,73,-1
30,68,-1
31,70,-1
24,69,-1
30,65,50000
29,73,-1
39,76,-1
45,72,-1
24,70,-1
42,70,-1
21,70,-1
26,68,-1
33,70,40000
26,72,-1
26,69,-1
21,66,-1
25,75,20000
35,72,-1
21,70,-1
28,72,-1
25,71,-1
31,77,-1
29,74,-1
31,72,-1
26,70,-1
26,72,-1
24,64,-1
29,72,-1
45,70,-1
29,73,50000
31,70,-1
30,75,60000
23,60,-1
27,72,-1
27,73,-1
55,71,-1
27,70,-1
30,67,-1
24,73,-1
25,75,-1
40,65,-1
26,67,-1
23,78,-1
61,66,80000
25,69,-1
26,72,80000
36,67,-1
28,69,-1
36,77,-1
35,77,-1
34,69,-1
51,73,-1
29,70,-1
36,68,-1
24,72,-1
18,66,-1
47,64,-1
25,73,-1
27,66,30000
26,71,-1
42,63,-1
28,73,-1
28,67,-1
49,69,1e+06
21,62,-1
28,67,20000
26,69,40000
28,68,-1
33,66,-1
34,64,-1
25,63,-1
27,69,-1
30,73,-1
24,68,80000
21,75,20000
53,65,-1
25,70,50000
30,72,-1
28,66,-1
29,74,-1
28,70,-1
29,72,-1
31,75,-1
24,70,-1
28,76,-1
24,67,-1
27,73,-1
21,75,-1
38,74,1e+05
30,72,-1
29,63,-1
39,70,-1
39,69,40000
18,64,-1
23,77,-1
33,70,-1
30,73,-1
33,65,-1
19,72,20000
25,74,70000
19,70,-1
21,71,-1
33,73,-1
26,73,-1
30,62,-1
28,73,-1
20,71,20000
25,66,-1
24,72,-1
23,70,-1
44,72,-1
31,66,-1
26,74,-1
33,71,40000
29,72,-1
26,75,-1
45,69,-1
31,69,30000
36,68,-1
36,64,-1
28,64,-1
33,70,-1
40,70,-1
24,64,-1
28,58,-1
29,60,-1
29,68,-1
38,60,-1
40,73,1e+05
47,74,1e+05
25,69,-1
24,62,-1
28,64,-1
23,69,-1
33,65,1e+05
38,67,-1
45,65,-1
36,63,-1
25,69,-1
28,65,50000
32,74,-1
31,71,-1
28,63,-1
24,67,-1
30,70,-1
32,72,-1
35,73,-1
30,71,-1
23,70,-1
24,72,-1
35,72,5e+05
41,72,150000
28,74,-1
27,70,-1
28,67,-1
41,74,-1
29,76,-1
25,74,-1
35,70,-1
29,70,-1
